table_name,difference,name,details
le_l_demo__cnty,TABLE exists in 6.1 but not in 7.0,,
le_l_demo__distr,TABLE exists in 6.1 but not in 7.0,,
le_l_demo__metro,TABLE exists in 6.1 but not in 7.0,,
le_l_demo__schl,TABLE exists in 6.1 but not in 7.0,,
le_l_math__cnty,TABLE exists in 6.1 but not in 7.0,,
le_l_math__comz,TABLE exists in 6.1 but not in 7.0,,
le_l_math__distr,TABLE exists in 6.1 but not in 7.0,,
le_l_math__metro,TABLE exists in 6.1 but not in 7.0,,
le_l_pool__cnty,TABLE exists in 6.1 but not in 7.0,,
le_l_pool__comz,TABLE exists in 6.1 but not in 7.0,,
le_l_pool__distr,TABLE exists in 6.1 but not in 7.0,,
le_l_pool__metro,TABLE exists in 6.1 but not in 7.0,,
le_l_pool__schl,TABLE exists in 6.1 but not in 7.0,,
le_l_read__cnty,TABLE exists in 6.1 but not in 7.0,,
le_l_read__comz,TABLE exists in 6.1 but not in 7.0,,
le_l_read__distr,TABLE exists in 6.1 but not in 7.0,,
le_l_read__metro,TABLE exists in 6.1 but not in 7.0,,
fc_y_ag,TABLE exists in 7.0 but not in 6.1,,
fc_y_ev,TABLE exists in 7.0 but not in 6.1,,
fc_y_lone,TABLE exists in 7.0 but not in 6.1,,
le_l_seda__distr,TABLE exists in 7.0 but not in 6.1,,
le_l_seda__schl,TABLE exists in 7.0 but not in 6.1,,
le_l_sedaadm,TABLE exists in 7.0 but not in 6.1,,
le_l_sedarec__distr,TABLE exists in 7.0 but not in 6.1,,
mh_y_ppsss,TABLE exists in 7.0 but not in 6.1,,
recover_p_adm,TABLE exists in 7.0 but not in 6.1,,
recover_p_atr,TABLE exists in 7.0 but not in 6.1,,
recover_p_cbh,TABLE exists in 7.0 but not in 6.1,,
recover_p_cchs,TABLE exists in 7.0 but not in 6.1,,
recover_p_cfi,TABLE exists in 7.0 but not in 6.1,,
recover_p_chscg,TABLE exists in 7.0 but not in 6.1,,
recover_p_cth,TABLE exists in 7.0 but not in 6.1,,
recover_p_cthcg,TABLE exists in 7.0 but not in 6.1,,
recover_p_demo,TABLE exists in 7.0 but not in 6.1,,
recover_p_democg,TABLE exists in 7.0 but not in 6.1,,
recover_p_fcih,TABLE exists in 7.0 but not in 6.1,,
recover_p_fcihcg,TABLE exists in 7.0 but not in 6.1,,
recover_p_hcn,TABLE exists in 7.0 but not in 6.1,,
recover_p_hcq,TABLE exists in 7.0 but not in 6.1,,
recover_p_hcqcg,TABLE exists in 7.0 but not in 6.1,,
recover_p_miscpots,TABLE exists in 7.0 but not in 6.1,,
recover_p_mrci,TABLE exists in 7.0 but not in 6.1,,
recover_p_mrcicg,TABLE exists in 7.0 but not in 6.1,,
recover_p_promis,TABLE exists in 7.0 but not in 6.1,,
recover_p_promiscg,TABLE exists in 7.0 but not in 6.1,,
recover_p_ps,TABLE exists in 7.0 but not in 6.1,,
recover_p_pscg,TABLE exists in 7.0 but not in 6.1,,
recover_p_sdoh,TABLE exists in 7.0 but not in 6.1,,
recover_p_sdohcg,TABLE exists in 7.0 but not in 6.1,,
recover_p_sdohhh,TABLE exists in 7.0 but not in 6.1,,
recover_p_vacc,TABLE exists in 7.0 but not in 6.1,,
recover_p_vacccg,TABLE exists in 7.0 but not in 6.1,,
recover_p_wbcg,TABLE exists in 7.0 but not in 6.1,,
recover_y_atr,TABLE exists in 7.0 but not in 6.1,,
sdev_p_incar,TABLE exists in 7.0 but not in 6.1,,
sdev_y_gma,TABLE exists in 7.0 but not in 6.1,,
sdev_y_incar,TABLE exists in 7.0 but not in 6.1,,
sdev_y_pol,TABLE exists in 7.0 but not in 6.1,,
sips_p_criter,TABLE exists in 7.0 but not in 6.1,,
sips_p_discomm,TABLE exists in 7.0 but not in 6.1,,
sips_p_dysmood,TABLE exists in 7.0 but not in 6.1,,
sips_p_gaf,TABLE exists in 7.0 but not in 6.1,,
sips_p_grand,TABLE exists in 7.0 but not in 6.1,,
sips_p_intro,TABLE exists in 7.0 but not in 6.1,,
sips_p_percabn,TABLE exists in 7.0 but not in 6.1,,
sips_p_spd,TABLE exists in 7.0 but not in 6.1,,
sips_p_susp,TABLE exists in 7.0 but not in 6.1,,
sips_p_utc,TABLE exists in 7.0 but not in 6.1,,
sips_y_criter,TABLE exists in 7.0 but not in 6.1,,
sips_y_discomm,TABLE exists in 7.0 but not in 6.1,,
sips_y_dysmood,TABLE exists in 7.0 but not in 6.1,,
sips_y_gaf,TABLE exists in 7.0 but not in 6.1,,
sips_y_grand,TABLE exists in 7.0 but not in 6.1,,
sips_y_intro,TABLE exists in 7.0 but not in 6.1,,
sips_y_percabn,TABLE exists in 7.0 but not in 6.1,,
sips_y_spd,TABLE exists in 7.0 but not in 6.1,,
sips_y_susp,TABLE exists in 7.0 but not in 6.1,,
sips_y_utc,TABLE exists in 7.0 but not in 6.1,,
su_y_dyn,TABLE exists in 7.0 but not in 6.1,,
su_y_mjvapeexp,TABLE exists in 7.0 but not in 6.1,,
su_y_stc,TABLE exists in 7.0 but not in 6.1,,
ab_g_dyn,COLUMN ORDER differs between 6.1 and 7.0,,2 cases
ab_g_stc,COLUMN ORDER differs between 6.1 and 7.0,,42 cases
ab_g_dyn,VALUES differ between 6.1 and 7.0,ab_g_dyn__visit_dtt,4 cases
ab_g_dyn,VALUES differ between 6.1 and 7.0,ab_g_dyn__visit_age,95 cases
ab_g_dyn,VALUES differ between 6.1 and 7.0,ab_g_dyn__visit_days,33 cases
ab_g_dyn,VALUES differ between 6.1 and 7.0,ab_g_dyn__visit__day1_dt,11 cases
ab_g_dyn,VALUES differ between 6.1 and 7.0,ab_g_dyn__visit__day2_dt,22 cases
ab_g_dyn,VALUES differ between 6.1 and 7.0,ab_g_dyn__visit__day3_dt,14 cases
ab_g_dyn,VALUES differ between 6.1 and 7.0,ab_g_dyn__visit__day4_dt,2 cases
ab_g_dyn,VALUES differ between 6.1 and 7.0,ab_g_dyn__design_id__school,63145 cases
ab_g_dyn,VALUES differ between 6.1 and 7.0,ab_g_dyn__design_id__district,59930 cases
ab_g_dyn,VALUES differ between 6.1 and 7.0,ab_g_dyn__design_mr__serial,30380 cases
ab_g_dyn,VALUES differ between 6.1 and 7.0,ab_g_dyn__design_mr__manufact,30380 cases
ab_g_dyn,VALUES differ between 6.1 and 7.0,ab_g_dyn__design_mr__software,30380 cases
ab_g_dyn,VALUES differ between 6.1 and 7.0,ab_g_dyn__design_mr__model,30380 cases
ab_g_dyn,MODE differs between 6.1 and 7.0,ab_g_dyn__cohort_edu__cgs,numeric vs character
ab_g_dyn,MODE differs between 6.1 and 7.0,ab_g_dyn__cohort_grade,numeric vs character
ab_g_dyn,MODE differs between 6.1 and 7.0,ab_g_dyn__cohort_income__hhold__3lvl,numeric vs character
ab_g_dyn,MODE differs between 6.1 and 7.0,ab_g_dyn__cohort_income__hhold__6lvl,numeric vs character
ab_g_dyn,MODE differs between 6.1 and 7.0,ab_g_dyn__cohort_prtnrshp__employ,numeric vs character
ab_g_dyn,MODE differs between 6.1 and 7.0,ab_g_dyn__design_site,numeric vs character
ab_g_dyn,MODE differs between 6.1 and 7.0,ab_g_dyn__visit__day1_inform,numeric vs character
ab_g_dyn,MODE differs between 6.1 and 7.0,ab_g_dyn__visit__day2_inform,numeric vs character
ab_g_dyn,MODE differs between 6.1 and 7.0,ab_g_dyn__visit__day3_inform,numeric vs character
ab_g_dyn,MODE differs between 6.1 and 7.0,ab_g_dyn__visit__day4_inform,numeric vs character
ab_g_dyn,MODE differs between 6.1 and 7.0,ab_g_dyn__visit_type,numeric vs character
ab_g_dyn,CLASS differs between 6.1 and 7.0,ab_g_dyn__cohort_edu__cgs,"c(""ordered"", ""factor"") vs character"
ab_g_dyn,CLASS differs between 6.1 and 7.0,ab_g_dyn__cohort_grade,"c(""ordered"", ""factor"") vs character"
ab_g_dyn,CLASS differs between 6.1 and 7.0,ab_g_dyn__cohort_income__hhold__3lvl,"c(""ordered"", ""factor"") vs character"
ab_g_dyn,CLASS differs between 6.1 and 7.0,ab_g_dyn__cohort_income__hhold__6lvl,"c(""ordered"", ""factor"") vs character"
ab_g_dyn,CLASS differs between 6.1 and 7.0,ab_g_dyn__cohort_prtnrshp__employ,"c(""ordered"", ""factor"") vs character"
ab_g_dyn,CLASS differs between 6.1 and 7.0,ab_g_dyn__design_site,factor vs character
ab_g_dyn,CLASS differs between 6.1 and 7.0,ab_g_dyn__visit__day1_inform,factor vs character
ab_g_dyn,CLASS differs between 6.1 and 7.0,ab_g_dyn__visit__day2_inform,factor vs character
ab_g_dyn,CLASS differs between 6.1 and 7.0,ab_g_dyn__visit__day3_inform,factor vs character
ab_g_dyn,CLASS differs between 6.1 and 7.0,ab_g_dyn__visit__day4_inform,factor vs character
ab_g_dyn,CLASS differs between 6.1 and 7.0,ab_g_dyn__visit_type,factor vs character
ab_g_stc,COLUMN exists in 6.1 but not in 7.0,ab_g_stc__design_id__group,
ab_g_stc,COLUMN exists in 6.1 but not in 7.0,ab_g_stc__design_id__grouporder,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_country,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou___1,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou___2,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou___3,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou___4,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou___5,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou___6,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou___7,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou___333,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou___777,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou___999,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__asian___1,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__asian___2,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__asian___3,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__asian___4,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__asian___5,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__asian___6,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__asian___7,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__asian___8,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__asian___9,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__asian___15,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__asian___777,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__asian___999,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__black___1,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__black___2,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__black___3,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__black___4,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__black___5,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__black___6,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__black___7,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__black___8,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__black___9,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__black___10,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__black___11,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__black___15,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__black___777,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__black___999,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__hisp___1,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__hisp___2,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__hisp___3,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__hisp___4,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__hisp___5,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__hisp___6,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__hisp___7,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__hisp___8,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__hisp___9,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__hisp___15,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__hisp___777,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__hisp___999,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__mideast___1,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__mideast___2,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__mideast___3,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__mideast___4,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__mideast___5,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__mideast___6,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__mideast___7,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__mideast___8,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__mideast___9,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__mideast___10,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__mideast___15,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__mideast___777,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__mideast___999,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__nhpi___1,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__nhpi___10,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__nhpi___11,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__nhpi___12,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__nhpi___13,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__nhpi___14,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__nhpi___15,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__nhpi___2,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__nhpi___3,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__nhpi___4,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__nhpi___5,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__nhpi___6,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__nhpi___7,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__nhpi___8,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__nhpi___9,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__nhpi___777,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__nhpi___999,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__ntvam___1,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__ntvam___2,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__ntvam___3,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__ntvam___333,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__ntvam___777,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__ntvam___999,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__white___1,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__white___2,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__white___3,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__white___4,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__white___5,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__white___6,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__white___7,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__white___8,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__white___9,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__white___10,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__white___11,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__white___15,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__white___777,
ab_g_stc,COLUMN exists in 7.0 but not in 6.1,ab_g_stc__cohort_ethnrace__aou__white___999,
ab_g_stc,VALUES differ between 6.1 and 7.0,ab_g_stc__design_id__fam__gen,11667 cases
ab_g_stc,VALUES differ between 6.1 and 7.0,ab_g_stc__design_id__birth,11860 cases
ab_g_stc,VALUES differ between 6.1 and 7.0,ab_g_stc__design_id__birth__gen,11670 cases
ab_g_stc,VALUES differ between 6.1 and 7.0,ab_g_stc__cohort_dob,16 cases
ab_g_stc,VALUES differ between 6.1 and 7.0,ab_g_stc__gen_pc__01,11669 cases
ab_g_stc,VALUES differ between 6.1 and 7.0,ab_g_stc__gen_pc__02,11669 cases
ab_g_stc,VALUES differ between 6.1 and 7.0,ab_g_stc__gen_pc__03,11670 cases
ab_g_stc,VALUES differ between 6.1 and 7.0,ab_g_stc__gen_pc__04,11670 cases
ab_g_stc,VALUES differ between 6.1 and 7.0,ab_g_stc__gen_pc__05,11670 cases
ab_g_stc,VALUES differ between 6.1 and 7.0,ab_g_stc__gen_pc__06,11670 cases
ab_g_stc,VALUES differ between 6.1 and 7.0,ab_g_stc__gen_pc__07,11670 cases
ab_g_stc,VALUES differ between 6.1 and 7.0,ab_g_stc__gen_pc__08,11670 cases
ab_g_stc,VALUES differ between 6.1 and 7.0,ab_g_stc__gen_pc__09,11669 cases
ab_g_stc,VALUES differ between 6.1 and 7.0,ab_g_stc__gen_pc__10,11670 cases
ab_g_stc,VALUES differ between 6.1 and 7.0,ab_g_stc__gen_pc__11,11670 cases
ab_g_stc,VALUES differ between 6.1 and 7.0,ab_g_stc__gen_pc__12,11670 cases
ab_g_stc,VALUES differ between 6.1 and 7.0,ab_g_stc__gen_pc__13,11670 cases
ab_g_stc,VALUES differ between 6.1 and 7.0,ab_g_stc__gen_pc__14,11670 cases
ab_g_stc,VALUES differ between 6.1 and 7.0,ab_g_stc__gen_pc__15,11670 cases
ab_g_stc,VALUES differ between 6.1 and 7.0,ab_g_stc__gen_pc__16,11669 cases
ab_g_stc,VALUES differ between 6.1 and 7.0,ab_g_stc__gen_pc__17,11670 cases
ab_g_stc,VALUES differ between 6.1 and 7.0,ab_g_stc__gen_pc__18,11670 cases
ab_g_stc,VALUES differ between 6.1 and 7.0,ab_g_stc__gen_pc__19,11669 cases
ab_g_stc,VALUES differ between 6.1 and 7.0,ab_g_stc__gen_pc__20,11670 cases
ab_g_stc,VALUES differ between 6.1 and 7.0,ab_g_stc__gen_pc__21,11670 cases
ab_g_stc,VALUES differ between 6.1 and 7.0,ab_g_stc__gen_pc__22,11670 cases
ab_g_stc,VALUES differ between 6.1 and 7.0,ab_g_stc__gen_pc__23,11670 cases
ab_g_stc,VALUES differ between 6.1 and 7.0,ab_g_stc__gen_pc__24,11670 cases
ab_g_stc,VALUES differ between 6.1 and 7.0,ab_g_stc__gen_pc__25,11670 cases
ab_g_stc,VALUES differ between 6.1 and 7.0,ab_g_stc__gen_pc__26,11670 cases
ab_g_stc,VALUES differ between 6.1 and 7.0,ab_g_stc__gen_pc__27,11670 cases
ab_g_stc,VALUES differ between 6.1 and 7.0,ab_g_stc__gen_pc__28,11670 cases
ab_g_stc,VALUES differ between 6.1 and 7.0,ab_g_stc__gen_pc__29,11670 cases
ab_g_stc,VALUES differ between 6.1 and 7.0,ab_g_stc__gen_pc__30,11670 cases
ab_g_stc,VALUES differ between 6.1 and 7.0,ab_g_stc__gen_pc__31,11670 cases
ab_g_stc,VALUES differ between 6.1 and 7.0,ab_g_stc__gen_pc__32,11670 cases
ab_g_stc,MODE differs between 6.1 and 7.0,ab_g_stc__cohort_ethn,numeric vs character
ab_g_stc,MODE differs between 6.1 and 7.0,ab_g_stc__cohort_ethnrace__leg,numeric vs character
ab_g_stc,MODE differs between 6.1 and 7.0,ab_g_stc__cohort_ethnrace__mblack,numeric vs character
ab_g_stc,MODE differs between 6.1 and 7.0,ab_g_stc__cohort_ethnrace__meim,numeric vs character
ab_g_stc,MODE differs between 6.1 and 7.0,ab_g_stc__cohort_ethnrace__mhisp,numeric vs character
ab_g_stc,MODE differs between 6.1 and 7.0,ab_g_stc__cohort_race__nih,numeric vs character
ab_g_stc,MODE differs between 6.1 and 7.0,ab_g_stc__cohort_sex,numeric vs character
ab_g_stc,MODE differs between 6.1 and 7.0,ab_g_stc__design_famrel,numeric vs character
ab_g_stc,MODE differs between 6.1 and 7.0,ab_g_stc__design_sstwin,numeric vs character
ab_g_stc,CLASS differs between 6.1 and 7.0,ab_g_stc__cohort_ethn,factor vs character
ab_g_stc,CLASS differs between 6.1 and 7.0,ab_g_stc__cohort_ethnrace__leg,factor vs character
ab_g_stc,CLASS differs between 6.1 and 7.0,ab_g_stc__cohort_ethnrace__mblack,factor vs character
ab_g_stc,CLASS differs between 6.1 and 7.0,ab_g_stc__cohort_ethnrace__meim,factor vs character
ab_g_stc,CLASS differs between 6.1 and 7.0,ab_g_stc__cohort_ethnrace__mhisp,factor vs character
ab_g_stc,CLASS differs between 6.1 and 7.0,ab_g_stc__cohort_race__nih,factor vs character
ab_g_stc,CLASS differs between 6.1 and 7.0,ab_g_stc__cohort_sex,factor vs character
ab_g_stc,CLASS differs between 6.1 and 7.0,ab_g_stc__design_famrel,"c(""ordered"", ""factor"") vs character"
ab_g_stc,CLASS differs between 6.1 and 7.0,ab_g_stc__design_sstwin,"c(""ordered"", ""factor"") vs character"
ab_p_demo,COLUMN exists in 7.0 but not in 6.1,ab_p_demo__benefit_001,
ab_p_demo,COLUMN exists in 7.0 but not in 6.1,ab_p_demo__benefit_002,
ab_p_demo,COLUMN exists in 7.0 but not in 6.1,ab_p_demo__benefit_003,
ab_p_demo,COLUMN exists in 7.0 but not in 6.1,ab_p_demo__benefit_004,
ab_p_demo,COLUMN exists in 7.0 but not in 6.1,ab_p_demo__benefit_005,
ab_p_demo,COLUMN exists in 7.0 but not in 6.1,ab_p_demo__ntvam_mean,
ab_p_demo,COLUMN ORDER differs between 6.1 and 7.0,,229 cases
ab_p_demo,VALUES differ between 6.1 and 7.0,ab_p_demo_age,88 cases
ab_p_demo,MODE differs between 6.1 and 7.0,ab_p_demo__adopt_001__dk,numeric vs character
ab_p_demo,MODE differs between 6.1 and 7.0,ab_p_demo__age__slf_001__dk,numeric vs character
ab_p_demo,MODE differs between 6.1 and 7.0,ab_p_demo__child__time_001,numeric vs character
ab_p_demo,MODE differs between 6.1 and 7.0,ab_p_demo__child__time_001__01__dk,numeric vs character
ab_p_demo,MODE differs between 6.1 and 7.0,ab_p_demo__child__time_001__02,numeric vs character
ab_p_demo,MODE differs between 6.1 and 7.0,ab_p_demo__country__fam_001,numeric vs character
ab_p_demo,MODE differs between 6.1 and 7.0,ab_p_demo__country__fam_001__01,numeric vs character
ab_p_demo,MODE differs between 6.1 and 7.0,ab_p_demo__country__fath_001,numeric vs character
ab_p_demo,MODE differs between 6.1 and 7.0,ab_p_demo__country__mat__gfath_001,numeric vs character
ab_p_demo,MODE differs between 6.1 and 7.0,ab_p_demo__country__mat__gmoth_001,numeric vs character
ab_p_demo,MODE differs between 6.1 and 7.0,ab_p_demo__country__moth_001,numeric vs character
ab_p_demo,MODE differs between 6.1 and 7.0,ab_p_demo__country__pat__gfath_001,numeric vs character
ab_p_demo,MODE differs between 6.1 and 7.0,ab_p_demo__country__pat__gmoth_001,numeric vs character
ab_p_demo,MODE differs between 6.1 and 7.0,ab_p_demo__country__slf_001,numeric vs character
ab_p_demo,MODE differs between 6.1 and 7.0,ab_p_demo__country__slf_002__dk,numeric vs character
ab_p_demo,MODE differs between 6.1 and 7.0,ab_p_demo__country_001,numeric vs character
ab_p_demo,MODE differs between 6.1 and 7.0,ab_p_demo__country_002__dk,numeric vs character
ab_p_demo,MODE differs between 6.1 and 7.0,ab_p_demo__edu__prtnr_001,numeric vs character
