table_name,name,name_nda,value_old,value_new,label
ab_p_demo,ab_p_demo__empl__prtnr_001__v01,demo_prtnr_empl_v2_l,12,777,Decline to answer
ab_p_demo,ab_p_demo__empl__prtnr_001__v01,demo_prtnr_empl_v2_l,13,999,Don't know
ab_p_demo,ab_p_demo__ethn_001,demo_ethn_v2,2,0,No
ab_p_demo,ab_p_demo__ethn__slf_001,demo_prnt_ethn_v2,2,0,No
ab_p_demo,ab_p_demo__ethn__slf_001__v01,demo_prnt_ethn_v2_l,2,0,No
ab_p_demo,ab_p_demo__prtnr_001,demo_prnt_prtnr_v2 | demo_prnt_prtnr_v2_l,2,0,No
ab_p_demo,ab_p_demo__prtnr_001,demo_prnt_prtnr_v2 | demo_prnt_prtnr_v2_l,2,0,No
ab_p_demo,ab_p_demo__prtnr_001__01,demo_prnt_prtnr_bio | demo_prnt_prtnr_bio_l,2,0,No
ab_p_demo,ab_p_demo__prtnr_001__01,demo_prnt_prtnr_bio | demo_prnt_prtnr_bio_l,2,0,No
ab_p_demo,ab_p_demo__roster_001__dk,demo_roster_v2_refuse | demo_roster_v2_refuse_l,-1,444,"Not applicable (for example, lives in a shelter or homeless)"
ab_p_ocp,ab_p_ocp__prtn_000,ocp_prtnr_p,2,0,No
ab_p_screen,ab_p_screen__claustro_001,scrn_claustrophob,0,3,Unsure
ab_p_screen,ab_p_screen__claustro_001,scrn_claustrophob,1,0,No
ab_p_screen,ab_p_screen__claustro_001,scrn_claustrophob,2,1,Yes - go to end
ab_p_screen,ab_p_screen__concern_001__02,scrn_concerns_excl,0,1,Yes - go to end
ab_p_screen,ab_p_screen__concern_001__02,scrn_concerns_excl,1,0,No
ab_p_screen,ab_p_screen__med_002,scrn_cpalsy,0,1,Yes - go to end
ab_p_screen,ab_p_screen__med_002,scrn_cpalsy,1,0,No (Continue)
ab_p_screen,ab_p_screen__med_003,scrn_tumor,0,1,Yes - go to end
ab_p_screen,ab_p_screen__med_003,scrn_tumor,1,0,No (Continue)
ab_p_screen,ab_p_screen__med_004,scrn_stroke,0,1,Yes - go to end
ab_p_screen,ab_p_screen__med_004,scrn_stroke,1,0,No (Continue)
ab_p_screen,ab_p_screen__med_005,scrn_aneurysm,0,1,Yes - go to end
ab_p_screen,ab_p_screen__med_005,scrn_aneurysm,1,0,No (Continue)
ab_p_screen,ab_p_screen__med_006,scrn_hemorrhage,0,1,Yes - go to end
ab_p_screen,ab_p_screen__med_006,scrn_hemorrhage,1,0,No (Continue)
ab_p_screen,ab_p_screen__med_007,scrn_hemotoma,0,1,Yes - go to end
ab_p_screen,ab_p_screen__med_007,scrn_hemotoma,1,0,No (Continue)
ab_p_screen,ab_p_screen__med_009__02,scrn_con_excl,0,1,Yes - go to end
ab_p_screen,ab_p_screen__med_009__02,scrn_con_excl,1,0,No
ab_p_screen,ab_p_screen__med_010,scrn_gestage,2,999,Don't know
ab_p_screen,ab_p_screen__med_010__01,scrn_birthwt,2,999,Don't know
ab_p_screen,ab_p_screen__med_010__02,scrn_birthcomp,2,999,Don't know
ab_p_screen,ab_p_screen__med_010__04,scrn_birthcomp_excl,0,1,Yes - go to end
ab_p_screen,ab_p_screen__med_010__04,scrn_birthcomp_excl,1,0,No
ab_p_screen,ab_p_screen__metal_004__04,scrn_met_excl,0,1,Yes - go to end
ab_p_screen,ab_p_screen__metal_004__04,scrn_met_excl,1,0,No
ab_p_screen,ab_p_screen__scan_001__01,scrn_abn_scan,0,1,Yes - go to end
ab_p_screen,ab_p_screen__scan_001__01,scrn_abn_scan,1,0,No
ab_p_screen,ab_p_screen__tbi__scan_001__01,scrn_tbi_scan_excl,0,1,Yes - go to end
ab_p_screen,ab_p_screen__tbi__scan_001__01,scrn_tbi_scan_excl,1,0,No
ab_p_screen,ab_p_screen__weight_001__01,scrn_weight_mri,0,1,Yes
ab_p_screen,ab_p_screen__weight_001__01,scrn_weight_mri,1,0,No - go to end
ab_p_screen,ab_p_screen__zyg_005,zygos_q6,3,0,No
covid_p_qtn,covid_p_qtn_005,fam_expose_cv,1,0,No
covid_p_qtn,covid_p_qtn_005,fam_expose_cv,2,1,Yes
covid_p_qtn,covid_p_qtn_005__01,fam_self_quarantine_cv,1,0,No
covid_p_qtn,covid_p_qtn_005__01,fam_self_quarantine_cv,2,1,Yes
covid_p_qtn,covid_p_qtn__asthma_001,child_diag_asthma_cv,1,0,No
covid_p_qtn,covid_p_qtn__asthma_001,child_diag_asthma_cv,2,1,Yes
covid_p_qtn,covid_p_qtn__asthma_003,child_asthma_medi_cv,1,0,No
covid_p_qtn,covid_p_qtn__asthma_003,child_asthma_medi_cv,2,1,Yes
covid_p_qtn,covid_p_qtn__asthma_003__01,asthma_medi_corti_cv,5,444,Not applicable
covid_p_qtn,covid_p_qtn__asthma_003__01__v1,masthma_medi_corti_cv,5,444,Not applicable
covid_p_qtn,covid_p_qtn__asthma_003__02,asthma_medi_inhaler_cv,5,444,Not applicable
covid_p_qtn,covid_p_qtn__asthma_003__02__v1,masthma_medi_inhaler_cv,5,444,Not applicable
covid_p_qtn,covid_p_qtn__asthma_003__03,asthma_medi_steriods_cv,5,444,Not applicable
covid_p_qtn,covid_p_qtn__asthma_003__03__v1,masthma_medi_steriods_cv,5,444,Not applicable
covid_p_qtn,covid_p_qtn__asthma_003__04,asthma_medi_injection_cv,5,444,Not applicable
covid_p_qtn,covid_p_qtn__asthma_003__04__v1,masthma_medi_injection_cv,5,444,Not applicable
covid_p_qtn,covid_p_qtn__asthma_003__05,asthma_medi_zpak_cv,5,444,Not applicable
covid_p_qtn,covid_p_qtn__asthma_003__05__v1,masthma_medi_pak_cv,5,444,Not applicable
covid_p_qtn,covid_p_qtn__asthma_003__v01,mchild_asthma_medi_cv,1,0,No
covid_p_qtn,covid_p_qtn__asthma_003__v01,mchild_asthma_medi_cv,2,1,Yes
covid_p_qtn,covid_p_qtn__care_001,child_care_cv,1,0,No
covid_p_qtn,covid_p_qtn__care_001,child_care_cv,2,1,Yes
covid_p_qtn,covid_p_qtn__covid_001,child_covid_cv,1,0,No
covid_p_qtn,covid_p_qtn__covid_001,child_covid_cv,2,1,Yes
covid_p_qtn,covid_p_qtn__exp_001,fam_exp1_cv,1,0,No
covid_p_qtn,covid_p_qtn__exp_001,fam_exp1_cv,2,1,Yes
covid_p_qtn,covid_p_qtn__exp_002,fam_exp2_cv,1,0,No
covid_p_qtn,covid_p_qtn__exp_002,fam_exp2_cv,2,1,Yes
covid_p_qtn,covid_p_qtn__exp_003,fam_exp3_cv,1,0,No
covid_p_qtn,covid_p_qtn__exp_003,fam_exp3_cv,2,1,Yes
covid_p_qtn,covid_p_qtn__exp_004,fam_exp4_cv,1,0,No
covid_p_qtn,covid_p_qtn__exp_004,fam_exp4_cv,2,1,Yes
covid_p_qtn,covid_p_qtn__exp_005,fam_exp5_cv,1,0,No
covid_p_qtn,covid_p_qtn__exp_005,fam_exp5_cv,2,1,Yes
covid_p_qtn,covid_p_qtn__exp_006,fam_exp6_cv,1,0,No
covid_p_qtn,covid_p_qtn__exp_006,fam_exp6_cv,2,1,Yes
covid_p_qtn,covid_p_qtn__famdiag_003,fam_covid_yn_cv,1,0,No
covid_p_qtn,covid_p_qtn__famdiag_003,fam_covid_yn_cv,2,1,Yes
covid_p_qtn,covid_p_qtn__famdiag_005,bio_mom_hos_cv,1,0,No
covid_p_qtn,covid_p_qtn__famdiag_005,bio_mom_hos_cv,2,1,Yes
covid_p_qtn,covid_p_qtn__famdiag_006,bio_dad_hos_cv,1,0,No
covid_p_qtn,covid_p_qtn__famdiag_006,bio_dad_hos_cv,2,1,Yes
covid_p_qtn,covid_p_qtn__interfere_001,caregiver_help_cv,1,0,No
covid_p_qtn,covid_p_qtn__interfere_001,caregiver_help_cv,2,1,Yes
covid_p_qtn,covid_p_qtn__interfere_001__l,mcaregiver_help_cv,1,0,No
covid_p_qtn,covid_p_qtn__interfere_001__l,mcaregiver_help_cv,2,1,Yes
covid_p_qtn,covid_p_qtn__interfere_002,child_separate_cv,1,0,No
covid_p_qtn,covid_p_qtn__interfere_002,child_separate_cv,2,1,Yes
covid_p_qtn,covid_p_qtn__interfere_002__l,mchild_separate_cv,1,0,No
covid_p_qtn,covid_p_qtn__interfere_002__l,mchild_separate_cv,2,1,Yes
covid_p_qtn,covid_p_qtn__job_001,fam_wage_loss_cv,1,0,No
covid_p_qtn,covid_p_qtn__job_001,fam_wage_loss_cv,2,1,Yes
covid_p_qtn,covid_p_qtn__respondent_003,custody_cv,1,0,No
covid_p_qtn,covid_p_qtn__respondent_003,custody_cv,2,1,Yes
covid_p_qtn,covid_p_qtn__respondent_004,caregiver_cv,1,0,No
covid_p_qtn,covid_p_qtn__respondent_004,caregiver_cv,2,1,Yes
covid_p_qtn,covid_p_qtn__school_001,school_at_home_cv,3,444,Not Applicable (Already homeschooled / Out for summer)
covid_p_qtn,covid_p_qtn__school_002,school_close_cv,1,0,No
covid_p_qtn,covid_p_qtn__school_002,school_close_cv,2,1,Yes
covid_p_qtn,covid_p_qtn__school_002,school_close_cv,3,444,Not Applicable (Already homeschooled/Out for summer)
covid_p_qtn,covid_p_qtn__school_002__01,went_to_school_cv,1,0,No
covid_p_qtn,covid_p_qtn__school_002__01,went_to_school_cv,2,1,Yes
covid_p_qtn,covid_p_qtn__school_002__01__dk,school_close_date_dk_cv,1,444,Not applicable
covid_p_qtn,covid_p_qtn__school_006,material_access_cv,1,0,No
covid_p_qtn,covid_p_qtn__school_006,material_access_cv,2,1,Yes
covid_p_qtn,covid_p_qtn__school_006,material_access_cv,4,444,Not applicable
covid_p_qtn,covid_p_qtn__school_007,internet_access_cv,1,0,No
covid_p_qtn,covid_p_qtn__school_007,internet_access_cv,2,1,Yes
covid_p_qtn,covid_p_qtn__school_008,tool_access_cv,1,0,No
covid_p_qtn,covid_p_qtn__school_008,tool_access_cv,2,1,Yes
covid_p_qtn,covid_p_qtn__school_009,school_difficulty,6,444,Not applicable
covid_p_qtn,covid_p_qtn__school_010,graded_cv,1,0,No
covid_p_qtn,covid_p_qtn__school_010,graded_cv,2,1,Yes
covid_p_qtn,covid_p_qtn__school_010,graded_cv,4,444,Not applicable
covid_p_qtn,covid_p_qtn__school_011,extra_material_cv,1,0,No
covid_p_qtn,covid_p_qtn__school_011,extra_material_cv,2,1,Yes
covid_p_qtn,covid_p_qtn__school_012,school_nutrition_cv,1,0,No
covid_p_qtn,covid_p_qtn__school_012,school_nutrition_cv,2,1,Yes
covid_p_qtn,covid_p_qtn__school_013,iep_cv,1,0,No
covid_p_qtn,covid_p_qtn__school_013,iep_cv,2,1,Yes
covid_p_qtn,covid_p_qtn__school_013__01,iep_provide_cv,1,0,No
covid_p_qtn,covid_p_qtn__school_013__01,iep_provide_cv,2,1,Yes
covid_p_qtn,covid_p_qtn__vax_001,p_vaccination_cv,1,0,No
covid_p_qtn,covid_p_qtn__vax_001,p_vaccination_cv,2,1,Yes
covid_p_qtn,covid_p_qtn__vax_002,p_vaccine_cv,1,0,No
covid_p_qtn,covid_p_qtn__vax__child_001,p_vac_child_if_cv,1,0,No
covid_p_qtn,covid_p_qtn__vax__child_001,p_vac_child_if_cv,2,1,Yes
covid_p_qtn,covid_p_qtn__vax__child_002,p_vac_child_had_cv,1,0,No
covid_p_qtn,covid_p_qtn__vax__child_002,p_vac_child_had_cv,2,1,Yes
covid_p_qtn,covid_p_qtn__vax__child_002__03,p_vac_child_2_cv,1,0,No
covid_p_qtn,covid_p_qtn__vax__child_002__03,p_vac_child_2_cv,2,1,Yes
covid_y_qtn,covid_y_qtn__activs_001,physical_activities_hr_cv,8,999,Don't know
covid_y_qtn,covid_y_qtn__comm__bef_001,demo_online_cv,6,444,Not applicable
covid_y_qtn,covid_y_qtn__comm__bef_002,demo_friends_cv,6,444,Not applicable
covid_y_qtn,covid_y_qtn__comm__bef_003,demo_parents_cv,6,444,Not applicable
covid_y_qtn,covid_y_qtn__comm__bef_004,demo_siblings_cv,6,444,Not applicable
covid_y_qtn,covid_y_qtn__comm__bef_005,demo_tone_friends_cv,6,444,Not applicable
covid_y_qtn,covid_y_qtn__comm__bef_006,demo_tone_parents_cv,6,444,Not applicable
covid_y_qtn,covid_y_qtn__comm__bef_007,demo_tone_siblings_cv,6,444,Not applicable
covid_y_qtn,covid_y_qtn__comm__pastmo_001,mdemo_online_cv,6,444,Not applicable
covid_y_qtn,covid_y_qtn__comm__pastmo_002,mdemo_friends_cv,6,444,Not applicable
covid_y_qtn,covid_y_qtn__comm__pastmo_003,mdemo_parents_cv,6,444,Not applicable
covid_y_qtn,covid_y_qtn__comm__pastmo_004,mdemo_siblings_cv,6,444,Not applicable
covid_y_qtn,covid_y_qtn__famrel_006,ple_close_fam_cv,2,0,No
covid_y_qtn,covid_y_qtn__famrel_009,ple_close_fam_fu3_y_cv,2,0,No
covid_y_qtn,covid_y_qtn__mctq_008,mctq_schedule_time_cv,15,444,Not applicable
fc_p_fes,fc_p_fes__expr_003,fes_22_p,0,1,False
fc_p_fes,fc_p_fes__expr_003,fes_22_p,1,0,True
fc_p_nce,fc_p_nce__cc_001,comc_phenx_close_knit_p,999,99,Don't Know
fc_p_nce,fc_p_nce__cc_002,comc_phenx_help_p,999,99,Don't Know
fc_p_nce,fc_p_nce__cc_003,comc_phenx_get_along_p,999,99,Don't Know
fc_p_nce,fc_p_nce__cc_004,comc_phenx_share_values_p,999,99,Don't Know
fc_p_nce,fc_p_nce__cc_005,comc_phenx_trusted_p,999,99,Don't Know
fc_p_nce,fc_p_nce__isc_001,comc_phenx_skip_p,999,99,Don't Know
fc_p_nce,fc_p_nce__isc_002,comc_phenx_graffiti_p,999,99,Don't Know
fc_p_nce,fc_p_nce__isc_003,comc_phenx_disrespect_p,999,99,Don't Know
fc_p_nce,fc_p_nce__isc_004,comc_phenx_fight_p,999,99,Don't Know
fc_p_nce,fc_p_nce__isc_005,comc_phenx_budget_p,999,99,Don't Know
fc_p_sag,fc_p_sag_001,sag_miss_school_excuse_p,-1,444,Not Applicable
fc_p_sag,fc_p_sag_002,sag_miss_school_unexcuse_p,-1,444,Not Applicable
fc_p_sag,fc_p_sag_003,sag_excused_absence_p,-1,444,Not Applicable
fc_p_sag,fc_p_sag_004,sag_unexcuse_absence_p,-1,444,Not Applicable
fc_p_sag,fc_p_sag_005,sag_grade_type,-1,444,Not Applicable
fc_y_eut,fc_y_eut_001,dim_yesno_q1,777,999,Don't know
fc_y_eut,fc_y_eut_001,dim_yesno_q1,999,777,Decline to answer
fc_y_eut,fc_y_eut_002,dim_yesno_q2,777,999,Don't know
fc_y_eut,fc_y_eut_002,dim_yesno_q2,999,777,Decline to answer
fc_y_eut,fc_y_eut_004,dim_yesno_q4,777,999,Don't know
fc_y_eut,fc_y_eut_004,dim_yesno_q4,999,777,Decline to answer
fc_y_eut,fc_y_eut__ethn_001a,dim_matrix_q1,777,999,Don't know
fc_y_eut,fc_y_eut__ethn_001a,dim_matrix_q1,999,777,Decline to answer
fc_y_eut,fc_y_eut__ethn_001b,dim_matrix_q2,777,999,Don't know
fc_y_eut,fc_y_eut__ethn_001b,dim_matrix_q2,999,777,Decline to answer
fc_y_eut,fc_y_eut__ethn_001c,dim_matrix_q3,777,999,Don't know
fc_y_eut,fc_y_eut__ethn_001c,dim_matrix_q3,999,777,Decline to answer
fc_y_eut,fc_y_eut__ethn_002,dim_matrix_q4,777,999,Don't know
fc_y_eut,fc_y_eut__ethn_002,dim_matrix_q4,999,777,Decline to answer
fc_y_eut,fc_y_eut__ethn_003a,dim_matrix_q5,777,999,Don't know
fc_y_eut,fc_y_eut__ethn_003a,dim_matrix_q5,999,777,Decline to answer
fc_y_eut,fc_y_eut__ethn_003b,dim_matrix_q6,777,999,Don't know
fc_y_eut,fc_y_eut__ethn_003b,dim_matrix_q6,999,777,Decline to answer
fc_y_eut,fc_y_eut__ethn_003c,dim_matrix_q7,777,999,Don't know
fc_y_eut,fc_y_eut__ethn_003c,dim_matrix_q7,999,777,Decline to answer
fc_y_fes,fc_y_fes__cohes_002,fes_youth_q11,0,1,False
fc_y_fes,fc_y_fes__cohes_002,fes_youth_q11,1,0,True
fc_y_fes,fc_y_fes__cohes_005,fes_youth_q14,0,1,False
fc_y_fes,fc_y_fes__cohes_005,fes_youth_q14,1,0,True
fc_y_fes,fc_y_fes__cohes_007,fes_youth_q16,0,1,False
fc_y_fes,fc_y_fes__cohes_007,fes_youth_q16,1,0,True
fc_y_pnh,fc_y_pnh_001,pnh_substance,3,1,Yes
fc_y_pnh,fc_y_pnh_002,pnh_help,2,1,Yes
fc_y_pnh,fc_y_pnh_002,pnh_help,3,777,Decline to answer
fc_y_pnh,fc_y_pnh_003,pnh_encourage,2,1,Yes
fc_y_sag,fc_y_sag_002,sag_days_skip_school,-1,444,Not Applicable
fc_y_sag,fc_y_sag_005,sag_grades_last_yr,-1,444,Not Applicable
gn_y_genrel,gn_y_genrel_zyg__01,genetic_zygosity_status_1,-1,444,"Not available (twins/sibs, genetic_pi_hat not calculated)"
gn_y_genrel,gn_y_genrel_zyg__02,genetic_zygosity_status_2,-1,444,"Not available (twins/sibs, genetic_pi_hat not calculated)"
gn_y_genrel,gn_y_genrel_zyg__03,genetic_zygosity_status_3,-1,444,"Not available (twins/sibs, genetic_pi_hat not calculated)"
gn_y_genrel,gn_y_genrel_zyg__04,genetic_zygosity_status_4,-1,444,"Not available (twins/sibs, genetic_pi_hat not calculated)"
mh_p_abcl,mh_p_abcl_001,abcl_about_p,0,444,Not Applicable
mh_p_asr,mh_p_asr__drg_001__dk,asr_q126_p_dk,1,999,Don't know
mh_p_asr,mh_p_asr__drunk_001__dk,asr_q125_p_dk,1,999,Don't know
mh_p_asr,mh_p_asr__nic_001__dk,asr_q124_p_dk,1,999,Don't know
mh_p_famhx,mh_p_famhx_001,famhx_1 |  | ,2,0,No
mh_p_famhx,mh_p_famhx__alc_001,famhx_4_p,7,777,Decline to answer
mh_p_famhx,mh_p_famhx__dep_001,fam_history_6_yes_no,7,777,Decline to answer
mh_p_famhx,mh_p_famhx__dep__fath_001, | fam_history_q6a_depression,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__dep__full__old_001, | q6l_full_sib_old1_depression,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__dep__full__old_002, | q6l_full_sib_old2_depression,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__dep__full__old_003, | q6l_full_sib_old3_depression,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__dep__full__old_004, | q6l_full_sib_old4_depression,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__dep__full__old_005, | q6l_full_sib_old5_depression,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__dep__full__young_001, | q6k_full_sib_young1_depression,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__dep__full__young_002, | q6k_full_sib_young2_depression,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__dep__full__young_003, | q6k_full_sib_young3_depression,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__dep__full__young_004, | q6k_full_sib_young4_depression,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__dep__full__young_005, | q6k_full_sib_young5_depression,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__dep__half__old_001, | q6n_half_sib_old1_depression,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__dep__half__old_002, | q6n_half_sib_old2_depression,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__dep__half__old_003, | q6n_half_sib_old3_depression,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__dep__half__old_004, | q6n_half_sib_old4_depression,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__dep__half__old_005, | q6n_half_sib_old5_depression,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__dep__half__young_001, | q6m_half_sib_young1_depression,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__dep__half__young_002, | q6m_half_sib_young2_depression,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__dep__half__young_003, | q6m_half_sib_young3_depression,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__dep__half__young_004, | q6m_half_sib_young4_depression,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__dep__half__young_005, | q6m_half_sib_young5_depression,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__dep__moth_001, | fam_history_q6d_depression,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__dep__twin_001, | q6m_full_sib_same1_depression,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__dep__twin_002, | q6m_full_sib_same2_depression,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__doc_001,fam_history_11_yes_no,7,777,Decline to answer
mh_p_famhx,mh_p_famhx__doc__fath_001, | fam_history_q11a_professional,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__doc__full__old_001, | q11l_full_sib_old1_prof,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__doc__full__old_002, | q11l_full_sib_old2_prof,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__doc__full__old_003, | q11l_full_sib_old3_prof,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__doc__full__old_004, | q11l_full_sib_old4_prof,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__doc__full__old_005, | q11l_full_sib_old5_prof,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__doc__full__young_001, | q11k_full_sib_young1_prof,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__doc__full__young_002, | q11k_full_sib_young2_prof,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__doc__full__young_003, | q11k_full_sib_young3_prof,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__doc__full__young_004, | q11k_full_sib_young4_prof,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__doc__full__young_005, | q11k_full_sib_young5_prof,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__doc__half__old_001, | q11n_half_sib_old1_prof,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__doc__half__old_002, | q11n_half_sib_old2_prof,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__doc__half__old_003, | q11n_half_sib_old3_prof,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__doc__half__old_004, | q11n_half_sib_old4_prof,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__doc__half__old_005, | q11n_half_sib_old5_prof,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__doc__half__young_001, | q11m_half_sib_young1_prof,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__doc__half__young_002, | q11m_half_sib_young2_prof,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__doc__half__young_003, | q11m_half_sib_young3_prof,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__doc__half__young_004, | q11m_half_sib_young4_prof,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__doc__half__young_005, | q11m_half_sib_young5_prof,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__doc__moth_001, | fam_history_q11d_professional,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__doc__twin_001, | q11m_full_sib_same1_prof,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__doc__twin_002, | q11m_full_sib_same2_prof,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__drg_001,fam_history_5_yes_no,7,777,Decline to answer
mh_p_famhx,mh_p_famhx__halluc_001,fam_history_8_yes_no,7,777,Decline to answer
mh_p_famhx,mh_p_famhx__halluc__fath_001, | fam_history_q8a_visions,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__halluc__full__old_001, | q8l_full_sib_old1_visions,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__halluc__full__old_002, | q8l_full_sib_old2_visions,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__halluc__full__old_003, | q8l_full_sib_old3_visions,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__halluc__full__old_004, | q8l_full_sib_old4_visions,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__halluc__full__old_005, | q8l_full_sib_old5_visions,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__halluc__full__young_001, | q8k_full_sib_young1_visions,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__halluc__full__young_002, | q8k_full_sib_young2_visions,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__halluc__full__young_003, | q8k_full_sib_young3_visions,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__halluc__full__young_004, | q8k_full_sib_young4_visions,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__halluc__full__young_005, | q8k_full_sib_young5_visions,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__halluc__half__old_001, | q8n_half_sib_old1_visions,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__halluc__half__old_002, | q8n_half_sib_old2_visions,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__halluc__half__old_003, | q8n_half_sib_old3_visions,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__halluc__half__old_004, | q8n_half_sib_old4_visions,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__halluc__half__old_005, | q8n_half_sib_old5_visions,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__halluc__half__young_001, | q8m_half_sib_young1_visions,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__halluc__half__young_002, | q8m_half_sib_young2_visions,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__halluc__half__young_003, | q8m_half_sib_young3_visions,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__halluc__half__young_004, | q8m_half_sib_young4_visions,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__halluc__half__young_005, | q8m_half_sib_young5_visions,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__halluc__moth_001, | fam_history_q8d_visions,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__halluc__twin_001, | q8m_full_sib_same1_visions,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__halluc__twin_002, | q8m_full_sib_same2_visions,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__hosp_001,fam_history_12_yes_no,7,777,Decline to answer
mh_p_famhx,mh_p_famhx__hosp__fath_001, | fam_history_q12a_hospitalized,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__hosp__full__old_001, | q12l_full_sib_old1_hosp,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__hosp__full__old_002, | q12l_full_sib_old2_hosp,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__hosp__full__old_003, | q12l_full_sib_old3_hosp,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__hosp__full__old_004, | q12l_full_sib_old4_hosp,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__hosp__full__old_005, | q12l_full_sib_old5_hosp,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__hosp__full__young_001, | q12k_full_sib_young1_hosp,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__hosp__full__young_002, | q12k_full_sib_young2_hosp,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__hosp__full__young_003, | q12k_full_sib_young3_hosp,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__hosp__full__young_004, | q12k_full_sib_young4_hosp,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__hosp__full__young_005, | q12k_full_sib_young5_hosp,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__hosp__half__old_001, | q12n_half_sib_old1_hosp,1000,777,Decline to answer
mh_p_famhx,mh_p_famhx__hosp__half__old_002, | q12n_half_sib_old2_hosp,1000,777,Decline to answer
