name,label,type_data,type_level
eb_all_snap_avg_rate_2020,"snap receipt rate, eb estimate, all families, 2005-09, 2010-14 & 2015-19 avg in 2020",double,ratio
eb_all_snap_avg_rate_2021,"snap receipt rate, eb estimate, all families, 2005-09, 2010-14 & 2015-19 avg in 2021",double,ratio
eb_all_snap_avg_rate_2022,"snap receipt rate, eb estimate, all families, 2005-09, 2010-14 & 2015-19 avg in 2022",double,ratio
eb_all_snap_avg_rate_2023,"snap receipt rate, eb estimate, all families, 2005-09, 2010-14 & 2015-19 avg in 2023",double,ratio
eb_all_snap_avg_rate_2024,"snap receipt rate, eb estimate, all families, 2005-09, 2010-14 & 2015-19 avg in 2024",double,ratio
eb_all_poverty_avg_rate_2019,"poverty rate, eb estimate, all families, 2005-09, 2010-14 & 2015-19 avg in 2019",double,ratio
eb_all_poverty_avg_rate_2020,"poverty rate, eb estimate, all families, 2005-09, 2010-14 & 2015-19 avg in 2020",double,ratio
eb_all_poverty_avg_rate_2021,"poverty rate, eb estimate, all families, 2005-09, 2010-14 & 2015-19 avg in 2021",double,ratio
eb_all_poverty_avg_rate_2022,"poverty rate, eb estimate, all families, 2005-09, 2010-14 & 2015-19 avg in 2022",double,ratio
eb_all_poverty_avg_rate_2023,"poverty rate, eb estimate, all families, 2005-09, 2010-14 & 2015-19 avg in 2023",double,ratio
eb_all_poverty_avg_rate_2024,"poverty rate, eb estimate, all families, 2005-09, 2010-14 & 2015-19 avg in 2024",double,ratio
eb_all_singlmoth_avg_rate_2019,"single mother HH rate, eb estimate, all families, 2005-09, 2010-14 & 2015-19 avg in 2019",double,ratio
eb_all_singlmoth_avg_rate_2020,"single mother HH rate, eb estimate, all families, 2005-09, 2010-14 & 2015-19 avg in 2020",double,ratio
eb_all_singlmoth_avg_rate_2021,"single mother HH rate, eb estimate, all families, 2005-09, 2010-14 & 2015-19 avg in 2021",double,ratio
eb_all_singlmoth_avg_rate_2022,"single mother HH rate, eb estimate, all families, 2005-09, 2010-14 & 2015-19 avg in 2022",double,ratio
eb_all_singlmoth_avg_rate_2023,"single mother HH rate, eb estimate, all families, 2005-09, 2010-14 & 2015-19 avg in 2023",double,ratio
eb_all_singlmoth_avg_rate_2024,"single mother HH rate, eb estimate, all families, 2005-09, 2010-14 & 2015-19 avg in 2024",double,ratio
urban_indicator_2019,urban locale in 2019,character,nominal
urban_indicator_2020,urban locale in 2020,character,nominal
urban_indicator_2021,urban locale in 2021,character,nominal
urban_indicator_2022,urban locale in 2022,character,nominal
urban_indicator_2023,urban locale in 2023,character,nominal
urban_indicator_2024,urban locale in 2024,character,nominal
suburb_indicator_2019,suburban locale in 2019,character,nominal
suburb_indicator_2020,suburban locale in 2020,character,nominal
suburb_indicator_2021,suburban locale in 2021,character,nominal
suburb_indicator_2022,suburban locale in 2022,character,nominal
suburb_indicator_2023,suburban locale in 2023,character,nominal
suburb_indicator_2024,suburban locale in 2024,character,nominal
town_indicator_2019,town locale in 2019,character,nominal
town_indicator_2020,town locale in 2020,character,nominal
town_indicator_2021,town locale in 2021,character,nominal
town_indicator_2022,town locale in 2022,character,nominal
town_indicator_2023,town locale in 2023,character,nominal
town_indicator_2024,town locale in 2024,character,nominal
rural_indicator_2019,rural locale in 2019,character,nominal
rural_indicator_2020,rural locale in 2020,character,nominal
rural_indicator_2021,rural locale in 2021,character,nominal
rural_indicator_2022,rural locale in 2022,character,nominal
rural_indicator_2023,rural locale in 2023,character,nominal
rural_indicator_2024,rural locale in 2024,character,nominal
