name,ksads1_id,ksads2_id
mh_p/y_ksads__bpd__screen__past_005b__mo,161,
mh_p/y_ksads__bpd__screen__past_005b__yr,161,
mh_p/y_ksads__bpd__screen__past_005c__mo,148,
mh_p/y_ksads__bpd__screen__past_005c__yr,148,
mh_p/y_ksads__bpd__screen__past_005d__mo,149,
mh_p/y_ksads__bpd__screen__past_005d__yr,149,
mh_p/y_ksads__bpd__screen__past_005e__mo,150,
mh_p/y_ksads__bpd__screen__past_005e__yr,150,
mh_p/y_ksads__bpd__screen__past_005f__mo,151,
mh_p/y_ksads__bpd__screen__past_005f__yr,151,
mh_p/y_ksads__bpd__screen__past_005g__mo,152,
mh_p/y_ksads__bpd__screen__past_005g__yr,152,
mh_p/y_ksads__bpd__screen__past_005h__mo,153,
mh_p/y_ksads__bpd__screen__past_005h__yr,153,
mh_p/y_ksads__bpd__screen__past_005i__mo,154,
mh_p/y_ksads__bpd__screen__past_005i__yr,154,
mh_p/y_ksads__bpd__screen__past_005j__mo,155,
mh_p/y_ksads__bpd__screen__past_005j__yr,155,
mh_p/y_ksads__bpd__screen__past_005k__mo,156,
mh_p/y_ksads__bpd__screen__past_005k__yr,156,
mh_p/y_ksads__bpd__screen__past_005l__mo,157,
mh_p/y_ksads__bpd__screen__past_005l__yr,157,
mh_p/y_ksads__bpd__screen__past_005m__mo,158,
mh_p/y_ksads__bpd__screen__past_005m__yr,158,
mh_p/y_ksads__bpd__screen__past_005n__mo,159,
mh_p/y_ksads__bpd__screen__past_005n__yr,159,
mh_p/y_ksads__bpd__screen__past_005o__mo,160,
mh_p/y_ksads__bpd__screen__past_005o__yr,160,
mh_p/y_ksads__bpd__screen__past_005__01__day,162,
mh_p/y_ksads__bpd__screen__past_005__01__mo,162,
mh_p/y_ksads__bpd__screen__past_005__01__wk,162,
su_p/y_ksads__dud__screen_,603,401
su_p/y_ksads__dud__screen_001___1,604,402
su_p/y_ksads__dud__screen_001___2,605,403
su_p/y_ksads__dud__screen_001___3,606,404
su_p/y_ksads__dud__screen_001___4,607,405
su_p/y_ksads__dud__screen_001___5,608,406
su_p/y_ksads__dud__screen_001___6,609,407
su_p/y_ksads__dud__screen_001___7,610,408
su_p/y_ksads__dud__screen_001___8,611,409
su_p/y_ksads__dud__screen_001___9,612,410
su_p/y_ksads__dud__screen__pres_,613,411
su_p/y_ksads__dud__screen_002___1,614,412
su_p/y_ksads__dud__screen_002___2,615,413
su_p/y_ksads__dud__screen_002___3,616,414
su_p/y_ksads__dud__screen_002___4,617,415
su_p/y_ksads__dud__screen_002___5,618,416
su_p/y_ksads__dud__screen_002___6,619,417
su_p/y_ksads__dud__screen_002___7,620,418
su_p/y_ksads__dud__screen_002___8,621,419
su_p/y_ksads__dud__screen_002___9,622,420
su_p/y_ksads__dud__screen__pres_,623,421
su_p/y_ksads__dud__screen__pres_001___1,624,422
su_p/y_ksads__dud__screen__pres_001___2,625,423
su_p/y_ksads__dud__screen__pres_001___3,626,424
su_p/y_ksads__dud__screen__pres_001___4,627,425
su_p/y_ksads__dud__screen__pres_001___5,628,426
su_p/y_ksads__dud__screen__pres_001___6,629,427
su_p/y_ksads__dud__screen__pres_001___7,630,428
su_p/y_ksads__dud__screen__pres_001___8,631,429
su_p/y_ksads__dud__screen__pres_001___9,632,430
su_p/y_ksads__dud__screen__past_,633,431
su_p/y_ksads__dud__screen__past_001___1,634,432
su_p/y_ksads__dud__screen__past_001___2,635,433
su_p/y_ksads__dud__screen__past_001___3,636,434
su_p/y_ksads__dud__screen__past_001___4,637,435
su_p/y_ksads__dud__screen__past_001___5,638,436
su_p/y_ksads__dud__screen__past_001___6,639,437
su_p/y_ksads__dud__screen__past_001___7,640,438
su_p/y_ksads__dud__screen__past_001___8,641,439
su_p/y_ksads__dud__screen__past_001___9,642,440
su_p/y_ksads__dud__screen__pres_,643,441
su_p/y_ksads__dud__screen__pres_002___1,644,442
su_p/y_ksads__dud__screen__pres_002___2,645,443
su_p/y_ksads__dud__screen__pres_002___3,646,444
su_p/y_ksads__dud__screen__pres_002___4,647,445
su_p/y_ksads__dud__screen__pres_002___5,648,446
su_p/y_ksads__dud__screen__pres_002___6,649,447
su_p/y_ksads__dud__screen__pres_002___7,650,448
su_p/y_ksads__dud__screen__pres_002___8,651,449
su_p/y_ksads__dud__screen__pres_002___9,652,450
su_p/y_ksads__dud__screen__past_,653,451
su_p/y_ksads__dud__screen__past_002___1,654,452
su_p/y_ksads__dud__screen__past_002___2,655,453
su_p/y_ksads__dud__screen__past_002___3,656,454
su_p/y_ksads__dud__screen__past_002___4,657,455
su_p/y_ksads__dud__screen__past_002___5,658,456
su_p/y_ksads__dud__screen__past_002___6,659,457
su_p/y_ksads__dud__screen__past_002___7,660,458
su_p/y_ksads__dud__screen__past_002___8,661,459
su_p/y_ksads__dud__screen__past_002___9,662,460
su_p/y_ksads__dud__screen__past_003___1,664,
su_p/y_ksads__dud__screen__past_003___2,665,
su_p/y_ksads__dud__screen__past_003___3,666,
su_p/y_ksads__dud__screen__past_003___4,667,
su_p/y_ksads__dud__screen__past_003___5,668,
su_p/y_ksads__dud__screen__past_003___6,669,
su_p/y_ksads__dud__screen__past_003___7,670,
su_p/y_ksads__dud__screen__past_003___8,671,
su_p/y_ksads__dud__screen__past_003___10,672,
su_p/y_ksads__dud__screen__pres_,673,461
su_p/y_ksads__dud__screen__pres_003___1,674,462
su_p/y_ksads__dud__screen__pres_003___2,675,463
su_p/y_ksads__dud__screen__pres_003___3,676,464
su_p/y_ksads__dud__screen__pres_003___4,677,465
su_p/y_ksads__dud__screen__pres_003___5,678,466
su_p/y_ksads__dud__screen__pres_003___6,679,467
su_p/y_ksads__dud__screen__pres_003___7,680,468
su_p/y_ksads__dud__screen__pres_003___8,681,469
su_p/y_ksads__dud__screen__pres_003___9,682,470
su_p/y_ksads__dud__screen__past_,683,471
su_p/y_ksads__dud__screen__past_004___1,684,472
su_p/y_ksads__dud__screen__past_004___2,685,473
su_p/y_ksads__dud__screen__past_004___3,686,474
su_p/y_ksads__dud__screen__past_004___4,687,475
su_p/y_ksads__dud__screen__past_004___5,688,476
su_p/y_ksads__dud__screen__past_004___6,689,477
su_p/y_ksads__dud__screen__past_004___7,690,478
su_p/y_ksads__dud__screen__past_004___8,691,479
su_p/y_ksads__dud__screen__past_004___9,692,480
su_p/y_ksads__dud__screen__past_005__01__mo,694,
su_p/y_ksads__dud__screen__past_005__01__yr,694,
su_p/y_ksads__dud__screen__past_005__02__mo,695,
su_p/y_ksads__dud__screen__past_005__02__yr,695,
su_p/y_ksads__dud__screen__past_005__03__mo,696,
su_p/y_ksads__dud__screen__past_005__03__yr,696,
su_p/y_ksads__dud__screen__past_005__04__mo,697,
su_p/y_ksads__dud__screen__past_005__04__yr,697,
su_p/y_ksads__dud__screen__past_005__05__mo,698,
su_p/y_ksads__dud__screen__past_005__05__yr,698,
su_p/y_ksads__dud__screen__past_005__06__mo,699,
su_p/y_ksads__dud__screen__past_005__06__yr,699,
su_p/y_ksads__dud__screen__past_005__07__mo,700,
su_p/y_ksads__dud__screen__past_005__07__yr,700,
su_p/y_ksads__dud__screen__past_005__08__mo,701,
su_p/y_ksads__dud__screen__past_005__08__yr,701,
su_p/y_ksads__dud__screen__past_005__09__mo,702,
su_p/y_ksads__dud__screen__past_005__09__yr,702,
su_p/y_ksads__dud__screen__pres_007__mo,703,
su_p/y_ksads__dud__screen__pres_007__yr,703,
su_p/y_ksads__dud__screen__pres_007__01__mo,704,
su_p/y_ksads__dud__screen__pres_007__01__yr,704,
su_p/y_ksads__dud__screen__pres_007__02__mo,705,
su_p/y_ksads__dud__screen__pres_007__02__yr,705,
su_p/y_ksads__dud__screen__pres_007__03__mo,706,
su_p/y_ksads__dud__screen__pres_007__03__yr,706,
su_p/y_ksads__dud__screen__pres_007__04__mo,707,
su_p/y_ksads__dud__screen__pres_007__04__yr,707,
su_p/y_ksads__dud__screen__pres_007__05__mo,708,
su_p/y_ksads__dud__screen__pres_007__05__yr,708,
su_p/y_ksads__dud__screen__pres_007__06__mo,709,
su_p/y_ksads__dud__screen__pres_007__06__yr,709,
su_p/y_ksads__dud__screen__pres_007__07__mo,710,
su_p/y_ksads__dud__screen__pres_007__07__yr,710,
su_p/y_ksads__dud__screen__pres_007__08__mo,711,
su_p/y_ksads__dud__screen__pres_007__08__yr,711,
su_p/y_ksads__dud__screen__pres_007__10__mo,712,
su_p/y_ksads__dud__screen__pres_007__10__yr,712,
su_p/y_ksads__dud__screen__pres_005__mo,713,491
su_p/y_ksads__dud__screen__pres_005__yr,713,491
su_p/y_ksads__dud__screen__pres_005__01__arg__mo,714,492
su_p/y_ksads__dud__screen__pres_005__01__arg__yr,714,492
su_p/y_ksads__dud__screen__pres_005__01__grog__mo,714,492
su_p/y_ksads__dud__screen__pres_005__01__grog__yr,714,492
su_p/y_ksads__dud__screen__pres_005__01__use5__yr,714,492
su_p/y_ksads__dud__screen__pres_005__02__arg__mo,715,493
su_p/y_ksads__dud__screen__pres_005__02__arg__yr,715,493
su_p/y_ksads__dud__screen__pres_005__02__grog__mo,715,493
su_p/y_ksads__dud__screen__pres_005__02__grog__yr,715,493
su_p/y_ksads__dud__screen__pres_005__02__use5__yr,715,493
su_p/y_ksads__dud__screen__pres_005__03__arg__mo,716,494
su_p/y_ksads__dud__screen__pres_005__03__arg__yr,716,494
su_p/y_ksads__dud__screen__pres_005__03__grog__mo,716,494
su_p/y_ksads__dud__screen__pres_005__03__grog__yr,716,494
su_p/y_ksads__dud__screen__pres_005__03__use5__yr,716,494
su_p/y_ksads__dud__screen__pres_005__04__arg__mo,717,495
su_p/y_ksads__dud__screen__pres_005__04__arg__yr,717,495
su_p/y_ksads__dud__screen__pres_005__04__grog__mo,717,495
su_p/y_ksads__dud__screen__pres_005__04__grog__yr,717,495
su_p/y_ksads__dud__screen__pres_005__04__use5__yr,717,495
su_p/y_ksads__dud__screen__pres_005__05__arg__mo,718,496
su_p/y_ksads__dud__screen__pres_005__05__arg__yr,718,496
su_p/y_ksads__dud__screen__pres_005__05__grog__mo,718,496
su_p/y_ksads__dud__screen__pres_005__05__grog__yr,718,496
su_p/y_ksads__dud__screen__pres_005__05__use5__yr,718,496
su_p/y_ksads__dud__screen__pres_005__06__arg__mo,719,497
su_p/y_ksads__dud__screen__pres_005__06__arg__yr,719,497
su_p/y_ksads__dud__screen__pres_005__06__grog__mo,719,497
su_p/y_ksads__dud__screen__pres_005__06__grog__yr,719,497
su_p/y_ksads__dud__screen__pres_005__06__use5__yr,719,497
su_p/y_ksads__dud__screen__pres_005__07__arg__mo,720,498
su_p/y_ksads__dud__screen__pres_005__07__arg__yr,720,498
su_p/y_ksads__dud__screen__pres_005__07__grog__mo,720,498
su_p/y_ksads__dud__screen__pres_005__07__grog__yr,720,498
su_p/y_ksads__dud__screen__pres_005__07__use5__yr,720,498
su_p/y_ksads__dud__screen__pres_005__08__arg__mo,721,499
su_p/y_ksads__dud__screen__pres_005__08__arg__yr,721,499
su_p/y_ksads__dud__screen__pres_005__08__grog__mo,721,499
su_p/y_ksads__dud__screen__pres_005__08__grog__yr,721,499
su_p/y_ksads__dud__screen__pres_005__08__use5__yr,721,499
su_p/y_ksads__dud__screen__pres_005__10__arg__mo,722,500
su_p/y_ksads__dud__screen__pres_005__10__arg__yr,722,500
su_p/y_ksads__dud__screen__pres_005__10__grog__mo,722,500
su_p/y_ksads__dud__screen__pres_005__10__grog__yr,722,500
su_p/y_ksads__dud__screen__pres_005__10__use5__yr,722,500
mh_p/y_ksads__ptsd__screen_,753,501
mh_p/y_ksads__ptsd__screen_001___1,754,502
mh_p/y_ksads__ptsd__screen_001___2,755,503
mh_p/y_ksads__ptsd__screen_001___3,756,504
mh_p/y_ksads__ptsd__screen_001___4,757,505
mh_p/y_ksads__ptsd__screen_001___5,758,506
mh_p/y_ksads__ptsd__screen_001___6,759,507
mh_p/y_ksads__ptsd__screen_001___7,760,508
mh_p/y_ksads__ptsd__screen_001___8,761,509
mh_p/y_ksads__ptsd__screen_001___9,762,
mh_p/y_ksads__ptsd__screen_001___10,763,511
mh_p/y_ksads__ptsd__screen_001___11,764,
mh_p/y_ksads__ptsd__screen_001___12,765,
mh_p/y_ksads__ptsd__screen_001___13,766,514
mh_p/y_ksads__ptsd__screen_001___14,767,
mh_p/y_ksads__ptsd__screen_001___15,768,
mh_p/y_ksads__ptsd__screen_001___16,769,517
mh_p/y_ksads__ptsd__screen_001___17,770,518
mh_p/y_ksads__ptsd__screen_001___18,771,1910
mh_p/y_ksads__ptsd__screen_,772,520
mh_p/y_ksads__ptsd__screen_001__01__mo,773,521
mh_p/y_ksads__ptsd__screen_001__01__yr,773,521
mh_p/y_ksads__ptsd__screen_001__02__mo,774,522
mh_p/y_ksads__ptsd__screen_001__02__yr,774,522
mh_p/y_ksads__ptsd__screen_001__03__mo,775,523
mh_p/y_ksads__ptsd__screen_001__03__yr,775,523
mh_p/y_ksads__ptsd__screen_001__04__mo,776,524
mh_p/y_ksads__ptsd__screen_001__04__yr,776,524
mh_p/y_ksads__ptsd__screen_001__05__mo,777,525
mh_p/y_ksads__ptsd__screen_001__05__yr,777,525
mh_p/y_ksads__ptsd__screen_001__06__mo,778,526
mh_p/y_ksads__ptsd__screen_001__06__yr,778,526
mh_p/y_ksads__ptsd__screen_001__07__mo,779,527
mh_p/y_ksads__ptsd__screen_001__07__yr,779,527
mh_p/y_ksads__ptsd__screen_001__08__mo,780,528
mh_p/y_ksads__ptsd__screen_001__08__yr,780,528
mh_p/y_ksads__ptsd__screen_001__09__mo,781,
mh_p/y_ksads__ptsd__screen_001__09__yr,781,
mh_p/y_ksads__ptsd__screen_001__10__mo,782,530
mh_p/y_ksads__ptsd__screen_001__10__yr,782,530
mh_p/y_ksads__ptsd__screen_001__11__mo,783,
mh_p/y_ksads__ptsd__screen_001__11__yr,783,
mh_p/y_ksads__ptsd__screen_001__12__mo,784,
mh_p/y_ksads__ptsd__screen_001__12__yr,784,
mh_p/y_ksads__ptsd__screen_001__13__mo,785,533
mh_p/y_ksads__ptsd__screen_001__13__yr,785,533
mh_p/y_ksads__ptsd__screen_001__14__mo,786,
mh_p/y_ksads__ptsd__screen_001__14__yr,786,
mh_p/y_ksads__ptsd__screen_001__15__mo,787,
mh_p/y_ksads__ptsd__screen_001__15__yr,787,
mh_p/y_ksads__ptsd__screen_001__16__mo,788,536
mh_p/y_ksads__ptsd__screen_001__16__yr,788,536
mh_p/y_ksads__ptsd__screen_001__17__mo,789,537
mh_p/y_ksads__ptsd__screen_001__17__yr,789,537
mh_p/y_ksads__ptsd__screen_001__20__mo,790,
mh_p/y_ksads__ptsd__screen_001__20__yr,790,
mh_p/y_ksads__ptsd__screen__pres_001,791,539
mh_p/y_ksads__ptsd__screen__past_001,792,540
mh_p/y_ksads__ptsd__screen__past_001__01,793,
mh_p/y_ksads__ptsd__screen__pres_002,794,541
mh_p/y_ksads__ptsd__screen__past_002,795,542
mh_p/y_ksads__ptsd__screen__past_002__01,796,
mh_p/y_ksads__ptsd__screen__pres_003,797,543
mh_p/y_ksads__ptsd__screen__past_003,798,544
mh_p/y_ksads__ptsd__screen__past_003__01,799,
mh_p/y_ksads__ptsd__screen__pres_004a__mo,800,545
mh_p/y_ksads__ptsd__screen__pres_004a__yr,800,545
mh_p/y_ksads__ptsd__screen__pres_004b__mo,801,546
mh_p/y_ksads__ptsd__screen__pres_004b__yr,801,546
mh_p/y_ksads__ptsd__screen__pres_004c__mo,802,547
mh_p/y_ksads__ptsd__screen__pres_004c__yr,802,547
mh_p/y_ksads__ptsd__screen__pres_004d__mo,803,548
mh_p/y_ksads__ptsd__screen__pres_004d__yr,803,548
mh_p/y_ksads__ptsd__screen__pres_004e__mo,804,549
mh_p/y_ksads__ptsd__screen__pres_004e__yr,804,549
mh_p/y_ksads__ptsd__screen__pres_004f__mo,805,550
mh_p/y_ksads__ptsd__screen__pres_004f__yr,805,550
mh_p/y_ksads__ptsd__screen__pres_004g__mo,806,551
mh_p/y_ksads__ptsd__screen__pres_004g__yr,806,551
mh_p/y_ksads__ptsd__screen__past_004a__mo,807,
mh_p/y_ksads__ptsd__screen__past_004a__yr,807,
mh_p/y_ksads__ptsd__screen__past_004b__mo,808,
mh_p/y_ksads__ptsd__screen__past_004b__yr,808,
mh_p/y_ksads__ptsd__screen__past_004c__mo,809,
mh_p/y_ksads__ptsd__screen__past_004c__yr,809,
mh_p/y_ksads__ptsd__screen__past_004d__mo,810,
mh_p/y_ksads__ptsd__screen__past_004d__yr,810,
mh_p/y_ksads__ptsd__screen__past_004e__mo,811,
mh_p/y_ksads__ptsd__screen__past_004e__yr,811,
mh_p/y_ksads__ptsd__screen__past_004f__mo,812,
mh_p/y_ksads__ptsd__screen__past_004f__yr,812,
mh_p/y_ksads__ptsd__screen__past_004g__mo,813,
mh_p/y_ksads__ptsd__screen__past_004g__yr,813,
mh_p/y_ksads__sleep__screen__pres_001,814,552
mh_p/y_ksads__sleep__screen__pres_001__01__mo,815,553
mh_p/y_ksads__sleep__screen__pres_001__01__yr,815,553
mh_p/y_ksads__sleep__screen__past_001,816,554
mh_p/y_ksads__sleep__screen__past_001__01,817,
mh_p/y_ksads__sleep__screen__past_001__01__mo,818,555
mh_p/y_ksads__sleep__screen__past_001__01__yr,818,555
mh_p/y_ksads__suic__screen__pres_001,819,556
mh_p/y_ksads__suic__screen__past_001,820,557
mh_p/y_ksads__suic__screen__past_001__01,821,558
mh_p/y_ksads__suic__screen__past_001__02__mo,822,559
mh_p/y_ksads__suic__screen__past_001__02__yr,822,559
mh_p/y_ksads__suic__screen__pres_002,823,560
mh_p/y_ksads__suic__screen__past_002,824,561
mh_p/y_ksads__suic__screen__past_002__01,825,562
mh_p/y_ksads__suic__screen__past_002__02__mo,826,563
mh_p/y_ksads__suic__screen__past_002__02__yr,826,563
mh_p/y_ksads__suic__screen__pres_003,827,564
mh_p/y_ksads__suic__screen__past_003,828,565
mh_p/y_ksads__suic__screen__past_003__01,829,566
mh_p/y_ksads__suic__screen__pres_004,830,567
mh_p/y_ksads__suic__screen__pres_,831,568
mh_p/y_ksads__suic__screen__past_004,832,569
mh_p/y_ksads__suic__screen__past_004__01,833,570
mh_p/y_ksads__suic__screen__past_,834,571
mh_p/y_ksads__hom__screen__pres_001,835,572
mh_p/y_ksads__hom__screen__past_001,836,573
mh_p/y_ksads__hom__screen__past_001__01,837,574
mh_p/y_ksads__hom__screen__pres_002,838,575
mh_p/y_ksads__hom__screen__past_002,839,576
mh_p/y_ksads__hom__screen__past_002__01,840,577
mh_p/y_ksads__hom__screen__past_001__02__mo,841,578
mh_p/y_ksads__hom__screen__past_001__02__yr,841,578
mh_p/y_ksads__hom__screen__past_002__02__mo,842,579
mh_p/y_ksads__hom__screen__past_002__02__yr,842,579
mh_p/y_ksads__psych__screen__pres_001,163,
mh_p/y_ksads__psych__screen__past_001,164,
mh_p/y_ksads__psych__screen__past_001__01,165,
mh_p/y_ksads__psych__screen__pres_003,166,134
mh_p/y_ksads__psych__screen__pres_003__03,167,135
mh_p/y_ksads__psych__screen__past_003,168,136
mh_p/y_ksads__psych__screen__past_003__02__mo,168,136
mh_p/y_ksads__psych__screen__past_003__02__yr,168,136
mh_p/y_ksads__psych__screen__past_003__01,169,
mh_p/y_ksads__psych__screen__pres_004a__mo,170,
mh_p/y_ksads__psych__screen__pres_004a__yr,170,
mh_p/y_ksads__psych__screen__pres_004b__mo,171,
mh_p/y_ksads__psych__screen__pres_004b__yr,171,
mh_p/y_ksads__psych__screen__pres_004c__mo,172,
mh_p/y_ksads__psych__screen__pres_004c__yr,172,
mh_p/y_ksads__psych__screen__past_004a__mo,173,
mh_p/y_ksads__psych__screen__past_004a__yr,173,
mh_p/y_ksads__psych__screen__past_004b__mo,174,
mh_p/y_ksads__psych__screen__past_004b__yr,174,
mh_p/y_ksads__psych__screen__past_004c__mo,175,
mh_p/y_ksads__psych__screen__past_004c__yr,175,
mh_p/y_ksads__panic__screen__pres_001,176,141
mh_p/y_ksads__panic__screen__pres_001__01__mo,177,142
mh_p/y_ksads__panic__screen__pres_001__01__yr,177,142
mh_p/y_ksads__panic__screen__past_001,178,143
mh_p/y_ksads__panic__screen__past_001__02,179,
mh_p/y_ksads__panic__screen__past_001__01__mo,180,144
mh_p/y_ksads__panic__screen__past_001__01__yr,180,144
mh_p/y_ksads__agor__screen__pres_001,181,145
mh_p/y_ksads__agor__screen__pres_001__01,182,146
mh_p/y_ksads__agor__screen__pres_001__02,183,147
mh_p/y_ksads__agor__screen__pres_001__03,184,148
mh_p/y_ksads__agor__screen__pres_001__04,185,149
mh_p/y_ksads__agor__screen__pres_001__05,186,150
mh_p/y_ksads__agor__screen__pres_001__06,187,151
mh_p/y_ksads__agor__screen__pres_001__07,188,152
mh_p/y_ksads__agor__screen__pres_001__08,189,153
mh_p/y_ksads__agor__screen__pres_001__09,190,154
mh_p/y_ksads__agor__screen__pres_001__10,191,155
mh_p/y_ksads__agor__screen__pres_001__11,192,156
mh_p/y_ksads__agor__screen__pres_001__12__mo,193,157
mh_p/y_ksads__agor__screen__pres_001__12__yr,193,157
mh_p/y_ksads__agor__screen__past_001,194,158
mh_p/y_ksads__agor__screen__past_001__01,195,
mh_p/y_ksads__agor__screen__past_001__02__mo,196,159
mh_p/y_ksads__agor__screen__past_001__02__yr,196,159
mh_p/y_ksads__sepanx__screen__pres_001,197,160
mh_p/y_ksads__sepanx__screen__past_001,198,161
mh_p/y_ksads__sepanx__screen__past_001__01,199,
mh_p/y_ksads__sepanx__screen__pres_002,200,162
mh_p/y_ksads__sepanx__screen__past_002,201,163
mh_p/y_ksads__sepanx__screen__past_002__01,202,
mh_p/y_ksads__sepanx__screen__pres_003a__mo,203,
mh_p/y_ksads__sepanx__screen__pres_003a__yr,203,
mh_p/y_ksads__sepanx__screen__pres_003b__mo,204,
mh_p/y_ksads__sepanx__screen__pres_003b__yr,204,
mh_p/y_ksads__sepanx__screen__pres_003c__mo,205,
mh_p/y_ksads__sepanx__screen__pres_003c__yr,205,
mh_p/y_ksads__sepanx__screen__past_003a__mo,206,164
mh_p/y_ksads__sepanx__screen__past_003a__yr,206,164
mh_p/y_ksads__sepanx__screen__past_003b__mo,207,165
mh_p/y_ksads__sepanx__screen__past_003b__yr,207,165
mh_p/y_ksads__sepanx__screen__past_003c__mo,208,166
mh_p/y_ksads__sepanx__screen__past_003c__yr,208,166
mh_p/y_ksads__socanx__screen__pres_001,209,167
mh_p/y_ksads__socanx__screen__pres_001__01__mo,210,168
mh_p/y_ksads__socanx__screen__pres_001__01__yr,210,168
mh_p/y_ksads__socanx__screen__past_001,211,169
mh_p/y_ksads__socanx__screen__past_001__02,212,
mh_p/y_ksads__socanx__screen__past_001__01__mo,213,170
mh_p/y_ksads__socanx__screen__past_001__01__yr,213,170
mh_p/y_ksads__phobia__screen__pres_,219,175
mh_p/y_ksads__phobia__screen__pres_001___1,220,176
mh_p/y_ksads__phobia__screen__pres_001___2,221,177
mh_p/y_ksads__phobia__screen__pres_001___3,222,178
mh_p/y_ksads__phobia__screen__pres_001___4,223,179
mh_p/y_ksads__phobia__screen__pres_001___5,224,180
mh_p/y_ksads__phobia__screen__pres_001___6,225,181
mh_p/y_ksads__phobia__screen__pres_001___7,226,182
mh_p/y_ksads__phobia__screen__pres_001___8,227,183
mh_p/y_ksads__phobia__screen__pres_001___9,228,184
mh_p/y_ksads__phobia__screen__pres_001___10,229,185
mh_p/y_ksads__phobia__screen__past_,240,
mh_p/y_ksads__phobia__screen__past_001___1,241,
mh_p/y_ksads__phobia__screen__past_001___2,242,
mh_p/y_ksads__phobia__screen__past_001___3,243,
mh_p/y_ksads__phobia__screen__past_001___4,244,
mh_p/y_ksads__phobia__screen__past_001___5,245,
mh_p/y_ksads__phobia__screen__past_001___6,246,
mh_p/y_ksads__phobia__screen__past_001___7,247,
mh_p/y_ksads__phobia__screen__past_001___8,248,
mh_p/y_ksads__phobia__screen__past_001___9,249,
mh_p/y_ksads__phobia__screen__past_,250,
mh_p/y_ksads__phobia__screen__past_001__01___1,251,
mh_p/y_ksads__phobia__screen__past_001__01___2,252,
mh_p/y_ksads__phobia__screen__past_001__01___3,253,
mh_p/y_ksads__phobia__screen__past_001__01___4,254,
mh_p/y_ksads__phobia__screen__past_001__01___5,255,
mh_p/y_ksads__phobia__screen__past_001__01___6,256,
mh_p/y_ksads__phobia__screen__past_001__01___7,257,
mh_p/y_ksads__phobia__screen__past_001__01___8,258,
mh_p/y_ksads__phobia__screen__past_001__01___9,259,
mh_p/y_ksads__phobia__screen__pres_002,230,186
mh_p/y_ksads__phobia__screen__past_002,260,196
mh_p/y_ksads__phobia__screen__pres_,231,187
mh_p/y_ksads__phobia__screen__pres_003___1,232,188
mh_p/y_ksads__phobia__screen__pres_003___2,233,189
mh_p/y_ksads__phobia__screen__pres_003___3,234,190
mh_p/y_ksads__phobia__screen__pres_003___4,235,191
mh_p/y_ksads__phobia__screen__pres_003___5,236,192
mh_p/y_ksads__phobia__screen__pres_003___6,237,193
mh_p/y_ksads__phobia__screen__past_,261,
mh_p/y_ksads__phobia__screen__past_003___1,262,
mh_p/y_ksads__phobia__screen__past_003___2,263,
mh_p/y_ksads__phobia__screen__past_003___3,264,
mh_p/y_ksads__phobia__screen__past_003___4,265,
mh_p/y_ksads__phobia__screen__past_003___5,266,
mh_p/y_ksads__phobia__screen__past_003___6,267,
mh_p/y_ksads__phobia__screen__pres_004,238,194
mh_p/y_ksads__phobia__screen__past_004,268,
mh_p/y_ksads__phobia__screen__pres_005__mo,239,195
mh_p/y_ksads__phobia__screen__pres_005__yr,239,195
mh_p/y_ksads__phobia__screen__past_005__mo,269,197
mh_p/y_ksads__phobia__screen__past_005__yr,269,197
mh_p/y_ksads__phobia__screen__past_005__01__mo,270,
mh_p/y_ksads__phobia__screen__past_005__01__wk,270,
mh_p/y_ksads__phobia__screen__past_005__01__yr,270,
mh_p/y_ksads__dep__pres_006,856,592
mh_p/y_ksads__dep__past_006,857,593
mh_p/y_ksads__dep__pres_007,858,594
mh_p/y_ksads__dep__past_007,859,595
mh_p/y_ksads__dep__pres_008,860,596
mh_p/y_ksads__dep__past_008,861,597
mh_p/y_ksads__dep__pres_009,862,598
mh_p/y_ksads__dep__pres_009__01,863,599
mh_p/y_ksads__dep__past_009,864,600
mh_p/y_ksads__dep__past_009__02,865,601
mh_p/y_ksads__dep__pres_010,866,602
mh_p/y_ksads__dep__past_010,867,603
mh_p/y_ksads__dep__pres_011,868,604
mh_p/y_ksads__dep__past_011,869,605
mh_p/y_ksads__dep__pres_013,870,606
mh_p/y_ksads__dep__pres_012,871,607
mh_p/y_ksads__dep__pres_,873,609
mh_p/y_ksads__dep__pres_015___1,874,610
mh_p/y_ksads__dep__pres_015___2,875,611
mh_p/y_ksads__dep__pres_015___3,876,612
mh_p/y_ksads__dep__pres_015___4,877,613
mh_p/y_ksads__dep__pres_015___5,878,614
mh_p/y_ksads__dep__pres_015___6,879,615
mh_p/y_ksads__dep__past_015__mo,880,616
mh_p/y_ksads__dep__past_015__yr,880,616
mh_p/y_ksads__dep__past_016___1,881,
mh_p/y_ksads__dep__past_016___2,882,
mh_p/y_ksads__dep__past_016___3,883,
mh_p/y_ksads__dep__past_016___4,884,
mh_p/y_ksads__dep__past_016___5,885,
mh_p/y_ksads__dep__past_016___6,886,
mh_p/y_ksads__dep__pres_,887,1805
mh_p/y_ksads__dep__pres_016,888,
mh_p/y_ksads__dep__pres_017,889,
mh_p/y_ksads__dep__pres_018,890,
mh_p/y_ksads__dep__pres_019,891,
mh_p/y_ksads__dep__pres_020,892,1822
mh_p/y_ksads__dep__pres_021,893,
mh_p/y_ksads__dep__pres_022,894,
