name,ksads1_id,ksads2_id
mh_p/y_ksads__dep__pres_023,895,1823
mh_p/y_ksads__dep__pres_024,896,
mh_p/y_ksads__dep__pres_025,897,1818
mh_p/y_ksads__dep__pres_026,898,1819
mh_p/y_ksads__dep__pres_027,2144,
mh_p/y_ksads__dep__past_,899,
mh_p/y_ksads__dep__past_017,900,
mh_p/y_ksads__dep__past_018,901,
mh_p/y_ksads__dep__past_019,902,
mh_p/y_ksads__dep__past_020,903,
mh_p/y_ksads__dep__past_021,904,
mh_p/y_ksads__dep__past_022,905,
mh_p/y_ksads__dep__past_023,906,1821
mh_p/y_ksads__dep__past_024,907,
mh_p/y_ksads__dep__past_025,908,1808
mh_p/y_ksads__dep__past_026,909,
mh_p/y_ksads__dep__past_027,910,
mh_p/y_ksads__dep__past_028,2145,1820
mh_p/y_ksads__dep_001__day,911,
mh_p/y_ksads__dep_001__mo,911,
mh_p/y_ksads__dep_001__wk,911,
mh_p/y_ksads__dep_001__01__day,912,
mh_p/y_ksads__dep_001__01__mo,912,
mh_p/y_ksads__dep_001__01__wk,912,
mh_p/y_ksads__dep__past_014,844,
mh_p/y_ksads__dep__pres_001,845,581
mh_p/y_ksads__dep__past_001,846,582
mh_p/y_ksads__dep__pres_002,847,583
mh_p/y_ksads__dep__past_002,848,584
mh_p/y_ksads__dep__pres_003,849,585
mh_p/y_ksads__dep__pres_003__01,850,586
mh_p/y_ksads__dep__past_003,851,587
mh_p/y_ksads__dep__pres_004,852,588
mh_p/y_ksads__dep__past_004,853,589
mh_p/y_ksads__dep__pres_005,854,590
mh_p/y_ksads__dep__past_005,855,591
mh_p/y_ksads__gad__pres_,1912,1570
mh_p/y_ksads__gad__past_001___1,1913,1571
mh_p/y_ksads__gad__pres_001___1,1913,1571
mh_p/y_ksads__gad__past_001___2,1914,1572
mh_p/y_ksads__gad__pres_001___2,1914,1572
mh_p/y_ksads__gad__past_001___3,1915,1573
mh_p/y_ksads__gad__pres_001___3,1915,1573
mh_p/y_ksads__gad__past_001___4,1916,1574
mh_p/y_ksads__gad__pres_001___4,1916,1574
mh_p/y_ksads__gad__past_001___5,1917,1575
mh_p/y_ksads__gad__pres_001___5,1917,1575
mh_p/y_ksads__gad__past_001___6,1918,1576
mh_p/y_ksads__gad__pres_001___6,1918,1576
mh_p/y_ksads__gad__past_001___7,1919,1577
mh_p/y_ksads__gad__pres_001___7,1919,1577
mh_p/y_ksads__gad__past_,1939,1597
mh_p/y_ksads__gad__past_001__v01___1,1940,1598
mh_p/y_ksads__gad__past_001__v01___2,1941,1599
mh_p/y_ksads__gad__past_001__v01___3,1942,1600
mh_p/y_ksads__gad__past_001__v01___4,1943,1601
mh_p/y_ksads__gad__past_001__v01___5,1944,1602
mh_p/y_ksads__gad__past_001__v01___6,1945,1603
mh_p/y_ksads__gad__past_001__v01___7,1946,1604
mh_p/y_ksads__gad__pres_,1920,1578
mh_p/y_ksads__gad__pres_002,1921,1579
mh_p/y_ksads__gad__pres_003,1922,1580
mh_p/y_ksads__gad__pres_004,1923,1581
mh_p/y_ksads__gad__pres_005,1924,1582
mh_p/y_ksads__gad__pres_006,1925,1583
mh_p/y_ksads__gad__pres_007,1926,1584
mh_p/y_ksads__gad__pres_008,1927,1585
mh_p/y_ksads__gad__pres_009,1928,1586
mh_p/y_ksads__gad__pres_010,1929,1587
mh_p/y_ksads__gad__past_,1947,1605
mh_p/y_ksads__gad__past_002___1,1948,1606
mh_p/y_ksads__gad__past_002___2,1949,1607
mh_p/y_ksads__gad__past_002___3,1950,1608
mh_p/y_ksads__gad__past_002___4,1951,1609
mh_p/y_ksads__gad__past_002___5,1952,1610
mh_p/y_ksads__gad__past_002___6,1953,1611
mh_p/y_ksads__gad__past_002___7,1954,1612
mh_p/y_ksads__gad__past_002___8,1955,1613
mh_p/y_ksads__gad__past_002___9,1956,1614
mh_p/y_ksads__gad__pres_011,1930,1588
mh_p/y_ksads__gad__past_003,1957,1615
mh_p/y_ksads__gad__pres_,1931,1589
mh_p/y_ksads__gad__pres_012___1,1932,1590
mh_p/y_ksads__gad__pres_012___2,1933,1591
mh_p/y_ksads__gad__pres_012___3,1934,1592
mh_p/y_ksads__gad__pres_012___4,1935,1593
mh_p/y_ksads__gad__pres_012___5,1936,1594
mh_p/y_ksads__gad__pres_012___6,1937,1595
mh_p/y_ksads__gad__past_,1958,1616
mh_p/y_ksads__gad__past_004___1,1959,1617
mh_p/y_ksads__gad__past_004___2,1960,1618
mh_p/y_ksads__gad__past_004___3,1961,1619
mh_p/y_ksads__gad__past_004___4,1962,1620
mh_p/y_ksads__gad__past_004___5,1963,1621
mh_p/y_ksads__gad__past_004___6,1964,1622
mh_p/y_ksads__gad__pres_013,1938,1596
mh_p/y_ksads__gad__past_005,1965,1623
mh_p/y_ksads__gad__pres_014__mo,1966,
mh_p/y_ksads__gad__pres_014__wk,1966,
mh_p/y_ksads__gad__pres_014__yr,1966,
mh_p/y_ksads__ocd__pres_,1980,1638
mh_p/y_ksads__ocd__pres_006__02___1,1981,1639
mh_p/y_ksads__ocd__pres_006__02___2,1982,1640
mh_p/y_ksads__ocd__pres_006__02___3,1983,1641
mh_p/y_ksads__ocd__pres_006__02___4,1984,1642
mh_p/y_ksads__ocd__pres_006__02___5,1985,1643
mh_p/y_ksads__ocd__pres_006__02___6,1986,1644
mh_p/y_ksads__ocd__past_,2001,1659
mh_p/y_ksads__ocd__past_008___1,2002,1660
mh_p/y_ksads__ocd__past_008___2,2003,1661
mh_p/y_ksads__ocd__past_008___3,2004,1662
mh_p/y_ksads__ocd__past_008___4,2005,1663
mh_p/y_ksads__ocd__past_008___5,2006,1664
mh_p/y_ksads__ocd__past_008___6,2007,1665
mh_p/y_ksads__ocd__pres_006__03,1987,1645
mh_p/y_ksads__ocd__past_009,2008,
mh_p/y_ksads__ocd__pres_001,1967,1625
mh_p/y_ksads__ocd_,1988,1646
mh_p/y_ksads__ocd__pres_002,1968,1626
mh_p/y_ksads__ocd__past_001,1989,1647
mh_p/y_ksads__ocd__pres_003,1969,1627
mh_p/y_ksads__ocd__past_002,1990,1648
mh_p/y_ksads__ocd__pres_,1970,1628
mh_p/y_ksads__ocd__pres_004___1,1971,1629
mh_p/y_ksads__ocd__pres_004___2,1972,1630
mh_p/y_ksads__ocd__pres_004___3,1973,1631
mh_p/y_ksads__ocd__pres_004___4,1974,1632
mh_p/y_ksads__ocd__pres_004___5,1975,1633
mh_p/y_ksads__ocd__pres_004___6,1976,1634
mh_p/y_ksads__ocd__past_,1991,1649
mh_p/y_ksads__ocd__past_003___1,1992,1650
mh_p/y_ksads__ocd__past_003___2,1993,1651
mh_p/y_ksads__ocd__past_003___3,1994,1652
mh_p/y_ksads__ocd__past_003___4,1995,1653
mh_p/y_ksads__ocd__past_003___5,1996,1654
mh_p/y_ksads__ocd__past_003___6,1997,1655
mh_p/y_ksads__ocd__pres_005,1977,1635
mh_p/y_ksads__ocd__past_004,1998,
mh_p/y_ksads__ocd__pres_006,1978,1636
mh_p/y_ksads__ocd__past_006,1999,
mh_p/y_ksads__ocd__pres_006__01___1,1979,1637
mh_p/y_ksads__ocd__pres_006__01___2,1979,1637
mh_p/y_ksads__ocd__pres_006__01___3,1979,1637
mh_p/y_ksads__ocd__pres_006__01___4,1979,1637
mh_p/y_ksads__ocd__past_007___1,2000,1658
mh_p/y_ksads__ocd__past_007___2,2000,1658
mh_p/y_ksads__ocd__past_007___3,2000,1658
mh_p/y_ksads__ocd__past_007___4,2000,1658
mh_p/y_ksads__ed__pres_,1141,839
mh_p/y_ksads__ed__pres_003__02___1,1142,840
mh_p/y_ksads__ed__pres_003__02___2,1143,841
mh_p/y_ksads__ed__pres_003__02___3,1144,842
mh_p/y_ksads__ed__pres_003__02___4,1145,843
mh_p/y_ksads__ed__pres_003__02___5,1146,844
mh_p/y_ksads__ed__pres_003__02___6,1147,845
mh_p/y_ksads__ed__pres_003__02___7,1148,846
mh_p/y_ksads__ed__past_,1165,863
mh_p/y_ksads__ed__past_003__02___1,1166,864
mh_p/y_ksads__ed__past_003__02___2,1167,865
mh_p/y_ksads__ed__past_003__02___3,1168,866
mh_p/y_ksads__ed__past_003__02___4,1169,867
mh_p/y_ksads__ed__past_003__02___5,1170,868
mh_p/y_ksads__ed__past_003__02___6,1171,869
mh_p/y_ksads__ed__past_003__02___7,1172,870
mh_p/y_ksads__ed__pres_003__03,1149,847
mh_p/y_ksads__ed__past_003__03,1173,871
mh_p/y_ksads__ed__pres_001,1128,826
mh_p/y_ksads__ed__past_001,1150,848
mh_p/y_ksads__ed__pres_,1129,827
mh_p/y_ksads__ed__past_002____1,1130,828
mh_p/y_ksads__ed__pres_002___1,1130,828
mh_p/y_ksads__ed__past_002____2,1131,829
mh_p/y_ksads__ed__pres_002___2,1131,829
mh_p/y_ksads__ed__past_002____3,1132,830
mh_p/y_ksads__ed__pres_002___3,1132,830
mh_p/y_ksads__ed__past_002____4,1133,831
mh_p/y_ksads__ed__pres_002___4,1133,831
mh_p/y_ksads__ed__past_002____5,1134,832
mh_p/y_ksads__ed__pres_002___5,1134,832
mh_p/y_ksads__ed__past_002____6,1135,833
mh_p/y_ksads__ed__pres_002___6,1135,833
mh_p/y_ksads__ed__past_002____7,1136,834
mh_p/y_ksads__ed__pres_002___7,1136,834
mh_p/y_ksads__ed__past_,1151,849
mh_p/y_ksads__ed__past_002__v01___1,1152,850
mh_p/y_ksads__ed__past_002__v01___2,1153,851
mh_p/y_ksads__ed__past_002__v01___3,1154,852
mh_p/y_ksads__ed__past_002__v01___4,1155,853
mh_p/y_ksads__ed__past_002__v01___5,1156,854
mh_p/y_ksads__ed__past_002__v01___6,1157,855
mh_p/y_ksads__ed__past_002__v01___7,1158,856
mh_p/y_ksads__ed__pres_002__01,1137,835
mh_p/y_ksads__ed__pres_002__01__01__mo,1138,836
mh_p/y_ksads__ed__pres_002__01__01__wk,1138,836
mh_p/y_ksads__ed__pres_002__01__01__yr,1138,836
mh_p/y_ksads__ed__past_002__01__v1,1159,857
mh_p/y_ksads__ed__past_002__01__v2,1160,858
mh_p/y_ksads__ed__past_002__02__mo,1161,859
mh_p/y_ksads__ed__past_002__02__wk,1161,859
mh_p/y_ksads__ed__past_002__02__yr,1161,859
mh_p/y_ksads__ed__past_002__02__mo__v1,1162,860
mh_p/y_ksads__ed__past_002__02__wk__v1,1162,860
mh_p/y_ksads__ed__past_002__02__yr__v1,1162,860
mh_p/y_ksads__ed__pres_003,1139,837
mh_p/y_ksads__ed__pres_003__01__mo,1140,838
mh_p/y_ksads__ed__pres_003__01__wk,1140,838
mh_p/y_ksads__ed__pres_003__01__yr,1140,838
mh_p/y_ksads__ed__past_003,1163,
mh_p/y_ksads__ed__past_003__01__mo,1164,
mh_p/y_ksads__ed__past_003__01__wk,1164,
mh_p/y_ksads__ed__past_003__01__yr,1164,
mh_p/y_ksads__adhd__pres_006,979,683
mh_p/y_ksads__adhd__past_006,1001,705
mh_p/y_ksads__adhd__pres_007,980,684
mh_p/y_ksads__adhd__past_007,1002,706
mh_p/y_ksads__adhd__pres_008,981,685
mh_p/y_ksads__adhd__past_008,1003,707
mh_p/y_ksads__adhd__pres_009,982,686
mh_p/y_ksads__adhd__past_009,1004,708
mh_p/y_ksads__adhd__pres_010,983,687
mh_p/y_ksads__adhd__past_010,1005,709
mh_p/y_ksads__adhd__pres_011,984,688
mh_p/y_ksads__adhd__past_011,1006,710
mh_p/y_ksads__adhd__pres_012,985,689
mh_p/y_ksads__adhd__past_012,1007,711
mh_p/y_ksads__adhd__pres_013,986,690
mh_p/y_ksads__adhd__past_013,1008,712
mh_p/y_ksads__adhd__pres_014,987,691
mh_p/y_ksads__adhd__past_012__v01,1009,713
mh_p/y_ksads__adhd__pres_015,988,692
mh_p/y_ksads__adhd__past_014,1010,714
mh_p/y_ksads__adhd__pres_,989,693
mh_p/y_ksads__adhd__pres_016___1,990,694
mh_p/y_ksads__adhd__pres_016___2,991,695
mh_p/y_ksads__adhd__pres_016___3,992,696
mh_p/y_ksads__adhd__pres_016___4,993,697
mh_p/y_ksads__adhd__pres_016___5,994,698
mh_p/y_ksads__adhd__past_014__v01,1011,715
mh_p/y_ksads__adhd__past_015__01___1,1012,716
mh_p/y_ksads__adhd__past_015__01___2,1013,717
mh_p/y_ksads__adhd__past_015__01___3,1014,718
mh_p/y_ksads__adhd__past_015__01___4,1015,719
mh_p/y_ksads__adhd__past_015__01___5,1016,720
mh_p/y_ksads__adhd__past_016,1017,721
mh_p/y_ksads__adhd__past_017,1018,722
mh_p/y_ksads__adhd__pres_001,973,677
mh_p/y_ksads__adhd__pres_001__v01,974,678
mh_p/y_ksads__adhd__past_001,995,699
mh_p/y_ksads__adhd__past_001__v01,996,700
mh_p/y_ksads__adhd__pres_002,975,679
mh_p/y_ksads__adhd__past_002,997,701
mh_p/y_ksads__adhd__pres_003,976,680
mh_p/y_ksads__adhd__past_003,998,702
mh_p/y_ksads__adhd__pres_004,977,681
mh_p/y_ksads__adhd__past_004,999,703
mh_p/y_ksads__adhd__pres_005,978,682
mh_p/y_ksads__adhd__past_005,1000,704
mh_p/y_ksads__odd__pres_007__mo,1030,
mh_p/y_ksads__odd__pres_007__wk,1030,
mh_p/y_ksads__odd__pres_007__yr,1030,
mh_p/y_ksads__odd__past_007__mo,1042,
mh_p/y_ksads__odd__past_007__wk,1042,
mh_p/y_ksads__odd__past_007__yr,1042,
mh_p/y_ksads__odd__pres_008,1043,
mh_p/y_ksads__odd__pres_001,1019,723
mh_p/y_ksads__odd__past_001,1031,735
mh_p/y_ksads__odd__pres_002,1020,724
mh_p/y_ksads__odd__past_002,1032,736
mh_p/y_ksads__odd__pres_003,1021,725
mh_p/y_ksads__odd__past_003,1033,737
mh_p/y_ksads__odd__pres_004,1022,726
mh_p/y_ksads__odd__past_004,1034,738
mh_p/y_ksads__odd__pres_005,1023,727
mh_p/y_ksads__odd__past_005,1035,739
mh_p/y_ksads__odd__pres_,1024,728
mh_p/y_ksads__odd__pres_006___1,1025,729
mh_p/y_ksads__odd__pres_006___2,1026,730
mh_p/y_ksads__odd__pres_006___3,1027,731
mh_p/y_ksads__odd__pres_006___4,1028,732
mh_p/y_ksads__odd__pres_006___5,1029,733
mh_p/y_ksads__odd__past_,1036,
mh_p/y_ksads__odd__past_006___1,1037,
mh_p/y_ksads__odd__past_006___2,1038,
mh_p/y_ksads__odd__past_006___3,1039,
mh_p/y_ksads__odd__past_006___4,1040,
mh_p/y_ksads__odd__past_006___5,1041,
mh_p/y_ksads__cond__pres_005,1056,754
mh_p/y_ksads__cond__past_005,1057,755
mh_p/y_ksads__cond__past_005__01,1058,756
mh_p/y_ksads__cond__pres_006,1059,757
mh_p/y_ksads__cond__pres_006__01,1060,758
mh_p/y_ksads__cond__past_006,1061,759
mh_p/y_ksads__cond__past_006__02,1062,760
mh_p/y_ksads__cond__past_006__01,1063,761
mh_p/y_ksads__cond__pres_007,1064,762
mh_p/y_ksads__cond__past_007,1065,763
mh_p/y_ksads__cond__past_007__01,1066,764
mh_p/y_ksads__cond__pres_008,1067,765
mh_p/y_ksads__cond__past_008,1068,766
mh_p/y_ksads__cond__past_008__01,1069,767
mh_p/y_ksads__cond__pres_009,1070,768
mh_p/y_ksads__cond__past_009,1071,769
mh_p/y_ksads__cond__past_009__01,1072,770
mh_p/y_ksads__cond__pres_010,1073,771
mh_p/y_ksads__cond__past_010,1074,772
mh_p/y_ksads__cond__past_010__01,1075,773
mh_p/y_ksads__cond_,1076,774
mh_p/y_ksads__cond_001___1,1077,775
mh_p/y_ksads__cond_001___10,1077,775
mh_p/y_ksads__cond_001___11,1077,775
mh_p/y_ksads__cond_001___12,1077,775
mh_p/y_ksads__cond_001___2,1077,775
mh_p/y_ksads__cond_001___3,1077,775
mh_p/y_ksads__cond_001___4,1077,775
mh_p/y_ksads__cond_001___5,1077,775
mh_p/y_ksads__cond_001___6,1077,775
mh_p/y_ksads__cond_001___7,1077,775
mh_p/y_ksads__cond_001___8,1077,775
mh_p/y_ksads__cond_001___9,1077,775
mh_p/y_ksads__cond_002___1,1078,776
mh_p/y_ksads__cond_002___10,1078,776
mh_p/y_ksads__cond_002___11,1078,776
mh_p/y_ksads__cond_002___12,1078,776
mh_p/y_ksads__cond_002___2,1078,776
mh_p/y_ksads__cond_002___3,1078,776
mh_p/y_ksads__cond_002___4,1078,776
mh_p/y_ksads__cond_002___5,1078,776
mh_p/y_ksads__cond_002___6,1078,776
mh_p/y_ksads__cond_002___7,1078,776
mh_p/y_ksads__cond_002___8,1078,776
mh_p/y_ksads__cond_002___9,1078,776
mh_p/y_ksads__cond_003___1,1079,777
mh_p/y_ksads__cond_003___10,1079,777
mh_p/y_ksads__cond_003___11,1079,777
mh_p/y_ksads__cond_003___12,1079,777
mh_p/y_ksads__cond_003___2,1079,777
mh_p/y_ksads__cond_003___3,1079,777
mh_p/y_ksads__cond_003___4,1079,777
mh_p/y_ksads__cond_003___5,1079,777
mh_p/y_ksads__cond_003___6,1079,777
mh_p/y_ksads__cond_003___7,1079,777
mh_p/y_ksads__cond_003___8,1079,777
mh_p/y_ksads__cond_003___9,1079,777
mh_p/y_ksads__cond_004___1,1080,778
mh_p/y_ksads__cond_004___10,1080,778
mh_p/y_ksads__cond_004___11,1080,778
mh_p/y_ksads__cond_004___12,1080,778
mh_p/y_ksads__cond_004___2,1080,778
mh_p/y_ksads__cond_004___3,1080,778
mh_p/y_ksads__cond_004___4,1080,778
mh_p/y_ksads__cond_004___5,1080,778
mh_p/y_ksads__cond_004___6,1080,778
mh_p/y_ksads__cond_004___7,1080,778
mh_p/y_ksads__cond_004___8,1080,778
mh_p/y_ksads__cond_004___9,1080,778
mh_p/y_ksads__cond_005___1,1081,779
mh_p/y_ksads__cond_005___10,1081,779
mh_p/y_ksads__cond_005___11,1081,779
mh_p/y_ksads__cond_005___12,1081,779
mh_p/y_ksads__cond_005___2,1081,779
mh_p/y_ksads__cond_005___3,1081,779
mh_p/y_ksads__cond_005___4,1081,779
mh_p/y_ksads__cond_005___5,1081,779
mh_p/y_ksads__cond_005___6,1081,779
mh_p/y_ksads__cond_005___7,1081,779
mh_p/y_ksads__cond_005___8,1081,779
mh_p/y_ksads__cond_005___9,1081,779
mh_p/y_ksads__cond_006___1,1082,780
mh_p/y_ksads__cond_006___10,1082,780
mh_p/y_ksads__cond_006___11,1082,780
mh_p/y_ksads__cond_006___12,1082,780
mh_p/y_ksads__cond_006___2,1082,780
mh_p/y_ksads__cond_006___3,1082,780
mh_p/y_ksads__cond_006___4,1082,780
mh_p/y_ksads__cond_006___5,1082,780
mh_p/y_ksads__cond_006___6,1082,780
mh_p/y_ksads__cond_006___7,1082,780
mh_p/y_ksads__cond_006___8,1082,780
mh_p/y_ksads__cond_006___9,1082,780
mh_p/y_ksads__cond_007___1,1083,781
mh_p/y_ksads__cond_007___10,1083,781
mh_p/y_ksads__cond_007___11,1083,781
mh_p/y_ksads__cond_007___12,1083,781
mh_p/y_ksads__cond_007___2,1083,781
mh_p/y_ksads__cond_007___3,1083,781
mh_p/y_ksads__cond_007___4,1083,781
mh_p/y_ksads__cond_007___5,1083,781
mh_p/y_ksads__cond_007___6,1083,781
mh_p/y_ksads__cond_007___7,1083,781
mh_p/y_ksads__cond_007___8,1083,781
mh_p/y_ksads__cond_007___9,1083,781
mh_p/y_ksads__cond_008___1,1084,782
mh_p/y_ksads__cond_008___10,1084,782
mh_p/y_ksads__cond_008___11,1084,782
mh_p/y_ksads__cond_008___12,1084,782
mh_p/y_ksads__cond_008___2,1084,782
mh_p/y_ksads__cond_008___3,1084,782
mh_p/y_ksads__cond_008___4,1084,782
mh_p/y_ksads__cond_008___5,1084,782
mh_p/y_ksads__cond_008___6,1084,782
mh_p/y_ksads__cond_008___7,1084,782
mh_p/y_ksads__cond_008___8,1084,782
mh_p/y_ksads__cond_008___9,1084,782
mh_p/y_ksads__cond_009___1,1085,783
mh_p/y_ksads__cond_009___10,1085,783
mh_p/y_ksads__cond_009___11,1085,783
mh_p/y_ksads__cond_009___12,1085,783
mh_p/y_ksads__cond_009___2,1085,783
mh_p/y_ksads__cond_009___3,1085,783
mh_p/y_ksads__cond_009___4,1085,783
mh_p/y_ksads__cond_009___5,1085,783
mh_p/y_ksads__cond_009___6,1085,783
mh_p/y_ksads__cond_009___7,1085,783
mh_p/y_ksads__cond_009___8,1085,783
mh_p/y_ksads__cond_009___9,1085,783
mh_p/y_ksads__cond_010___1,1086,784
mh_p/y_ksads__cond_010___10,1086,784
mh_p/y_ksads__cond_010___11,1086,784
mh_p/y_ksads__cond_010___12,1086,784
mh_p/y_ksads__cond_010___2,1086,784
mh_p/y_ksads__cond_010___3,1086,784
mh_p/y_ksads__cond_010___4,1086,784
mh_p/y_ksads__cond_010___5,1086,784
mh_p/y_ksads__cond_010___6,1086,784
mh_p/y_ksads__cond_010___7,1086,784
mh_p/y_ksads__cond_010___8,1086,784
mh_p/y_ksads__cond_010___9,1086,784
mh_p/y_ksads__cond_011___1,1087,785
mh_p/y_ksads__cond_011___10,1087,785
mh_p/y_ksads__cond_011___11,1087,785
mh_p/y_ksads__cond_011___12,1087,785
mh_p/y_ksads__cond_011___2,1087,785
mh_p/y_ksads__cond_011___3,1087,785
mh_p/y_ksads__cond_011___4,1087,785
mh_p/y_ksads__cond_011___5,1087,785
mh_p/y_ksads__cond_011___6,1087,785
mh_p/y_ksads__cond_011___7,1087,785
mh_p/y_ksads__cond_011___8,1087,785
mh_p/y_ksads__cond_011___9,1087,785
mh_p/y_ksads__cond_012___1,1088,786
mh_p/y_ksads__cond_012___10,1088,786
mh_p/y_ksads__cond_012___11,1088,786
mh_p/y_ksads__cond_012___12,1088,786
mh_p/y_ksads__cond_012___2,1088,786
mh_p/y_ksads__cond_012___3,1088,786
mh_p/y_ksads__cond_012___4,1088,786
mh_p/y_ksads__cond_012___5,1088,786
mh_p/y_ksads__cond_012___6,1088,786
mh_p/y_ksads__cond_012___7,1088,786
mh_p/y_ksads__cond_012___8,1088,786
mh_p/y_ksads__cond_012___9,1088,786
mh_p/y_ksads__cond_013___1,1089,787
mh_p/y_ksads__cond_013___10,1089,787
mh_p/y_ksads__cond_013___11,1089,787
mh_p/y_ksads__cond_013___12,1089,787
mh_p/y_ksads__cond_013___2,1089,787
mh_p/y_ksads__cond_013___3,1089,787
mh_p/y_ksads__cond_013___4,1089,787
mh_p/y_ksads__cond_013___5,1089,787
mh_p/y_ksads__cond_013___6,1089,787
mh_p/y_ksads__cond_013___7,1089,787
mh_p/y_ksads__cond_013___8,1089,787
mh_p/y_ksads__cond_013___9,1089,787
mh_p/y_ksads__cond_014___1,1090,788
mh_p/y_ksads__cond_014___10,1090,788
mh_p/y_ksads__cond_014___11,1090,788
mh_p/y_ksads__cond_014___12,1090,788
mh_p/y_ksads__cond_014___2,1090,788
mh_p/y_ksads__cond_014___3,1090,788
mh_p/y_ksads__cond_014___4,1090,788
mh_p/y_ksads__cond_014___5,1090,788
mh_p/y_ksads__cond_014___6,1090,788
mh_p/y_ksads__cond_014___7,1090,788
mh_p/y_ksads__cond_014___8,1090,788
mh_p/y_ksads__cond_014___9,1090,788
mh_p/y_ksads__cond_015___1,1091,789
mh_p/y_ksads__cond_015___10,1091,789
mh_p/y_ksads__cond_015___11,1091,789
mh_p/y_ksads__cond_015___12,1091,789
mh_p/y_ksads__cond_015___2,1091,789
mh_p/y_ksads__cond_015___3,1091,789
mh_p/y_ksads__cond_015___4,1091,789
mh_p/y_ksads__cond_015___5,1091,789
mh_p/y_ksads__cond_015___6,1091,789
mh_p/y_ksads__cond_015___7,1091,789
mh_p/y_ksads__cond_015___8,1091,789
mh_p/y_ksads__cond_015___9,1091,789
mh_p/y_ksads__cond_,1092,790
mh_p/y_ksads__cond_016,1093,791
mh_p/y_ksads__cond_017,1094,792
mh_p/y_ksads__cond_018,1095,793
mh_p/y_ksads__cond_019,1096,794
mh_p/y_ksads__cond_020,1097,795
mh_p/y_ksads__cond_021,1098,796
mh_p/y_ksads__cond_022,1099,797
mh_p/y_ksads__cond_023,1100,798
mh_p/y_ksads__cond_024,1101,799
mh_p/y_ksads__cond_025,1102,800
mh_p/y_ksads__cond_026,1103,801
mh_p/y_ksads__cond_027,1104,802
mh_p/y_ksads__cond__pres_001,1044,742
mh_p/y_ksads__cond__past_001,1045,743
mh_p/y_ksads__cond__past_001__01,1046,744
mh_p/y_ksads__cond__pres_002,1047,745
mh_p/y_ksads__cond__past_002,1048,746
mh_p/y_ksads__cond__past_002__01,1049,747
mh_p/y_ksads__cond__pres_003,1050,748
mh_p/y_ksads__cond__past_003,1051,749
mh_p/y_ksads__cond__past_003__01,1052,750
mh_p/y_ksads__cond__pres_004,1053,751
mh_p/y_ksads__cond__past_004,1054,752
mh_p/y_ksads__cond__past_004__01,1055,753
su_p/y_ksads__aud__pres_006,1191,884
su_p/y_ksads__aud__past_006,1192,885
su_p/y_ksads__aud__pres_007,1194,886
su_p/y_ksads__aud__past_007,1195,887
su_p/y_ksads__aud__pres_008,1197,888
su_p/y_ksads__aud__past_008,1198,889
su_p/y_ksads__aud__past_009,1200,890
su_p/y_ksads__aud__past_010,1201,891
su_p/y_ksads__aud__past_011,1202,892
su_p/y_ksads__aud__past_012,1203,893
su_p/y_ksads__aud__past_013,1204,894
su_p/y_ksads__aud__pres_001__3mo,1214,904
su_p/y_ksads__aud__pres_002__3mo,1215,905
su_p/y_ksads__aud__pres_003__3mo,1216,906
su_p/y_ksads__aud__pres_004__3mo,1217,907
su_p/y_ksads__aud__pres_005__3mo,1218,908
su_p/y_ksads__aud__pres_006__3mo,1219,909
su_p/y_ksads__aud__pres_007__3mo,1206,896
su_p/y_ksads__aud__pres_008__3mo,1207,897
su_p/y_ksads__aud__pres_009__3mo,1208,898
su_p/y_ksads__aud__pres_010__3mo,1209,899
su_p/y_ksads__aud__pres_011__3mo,1210,900
su_p/y_ksads__aud__pres_012__3mo,1211,901
su_p/y_ksads__aud__pres_013__3mo,1212,902
su_p/y_ksads__aud__pres_014__3mo,1213,903
su_p/y_ksads__aud__pres_009,2118,1776
su_p/y_ksads__aud__pres_009__01__wk,2119,1777
su_p/y_ksads__aud__pres_001,1174,872
su_p/y_ksads__aud__past_001,1175,873
su_p/y_ksads__aud__pres_002,1177,874
su_p/y_ksads__aud__past_002,1178,875
su_p/y_ksads__aud__pres_003,1180,876
su_p/y_ksads__aud__past_003,1181,877
su_p/y_ksads__aud__pres_004,1183,878
su_p/y_ksads__aud__pres_004__txt,1184,879
su_p/y_ksads__aud__past_004,1185,880
su_p/y_ksads__aud__past_004__txt,1187,881
su_p/y_ksads__aud__pres_005,1188,882
su_p/y_ksads__aud__past_005,1189,883
mh_p/y_ksads__bpd__pres_001,913,618
mh_p/y_ksads__bpd__past_001,937,
mh_p/y_ksads__bpd__pres_007,919,624
mh_p/y_ksads__bpd__past_007,943,648
mh_p/y_ksads__bpd__pres_008,920,625
mh_p/y_ksads__bpd__past_008,944,649
mh_p/y_ksads__bpd__pres_009,921,626
mh_p/y_ksads__bpd__past_009,945,650
mh_p/y_ksads__bpd__pres_010,922,627
mh_p/y_ksads__bpd__pres_010__01,923,628
mh_p/y_ksads__bpd__past_010,946,651
mh_p/y_ksads__bpd__past_010__01,947,
mh_p/y_ksads__bpd__pres_011,924,629
mh_p/y_ksads__bpd__pres_011__01,925,630
mh_p/y_ksads__bpd__past_011,948,653
mh_p/y_ksads__bpd__past_011__01,949,
mh_p/y_ksads__bpd__pres_012,926,631
mh_p/y_ksads__bpd__past_012,950,655
mh_p/y_ksads__bpd__pres_,927,632
mh_p/y_ksads__bpd__pres_013___1,928,633
mh_p/y_ksads__bpd__pres_013___2,929,634
